A_A,B_A,C_A,D_A,E_A,F_A,G_A,H_A,I_A,A_B,B_B,C_B,D_B,E_B,F_B,G_B,H_B,I_B,A_C,B_C,C_C,D_C,E_C,F_C,G_C,H_C,I_C,A_D,B_D,C_D,D_D,E_D,F_D,G_D,H_D,I_D
54199,12303,22134,35189,36788,32530,99600,95883,5041,74484,95134,65542,6230,45145,20335,90981,85132,39244,89580,63755,40142,71380,49045,50092,70086,50837,90995,60821,75061,43001,21969,44406,40579,95993,44955,83237
81069,82673,25999,52063,54103,18765,16582,38775,6389,80259,44127,60524,91267,15306,93137,77122,87903,23363,72028,6176,21735,32589,97249,90329,12890,50092,95327,81745,1048,46527,86867,65773,65821,24014,59193,70165
29716,30382,70571,6854,17378,43409,66501,57650,38774,30955,29472,76066,93141,94441,7461,98937,93857,8088,75856,62182,21646,23224,99401,72630,67516,89397,87639,13767,40602,33624,55069,31855,71226,89532,59576,88026
69634,12488,57041,67531,35316,88021,35456,49039,17116,55602,98958,89877,48289,54587,37727,55005,18657,84750,85815,79311,43525,37106,87431,25054,65165,44438,7025,74272,52038,9674,53212,90782,36204,398,36462,96092
60521,74962,64959,21428,31894,59283,58635,76298,12935,49174,43680,61334,95663,97974,77457,56607,127,90007,68757,29525,59837,7988,63829,22800,86328,1334,32861,75915,59213,704,5083,61052,57076,37866,82675,57269
51018,70040,13209,6568,16701,31487,54116,91383,87290,86135,15125,80007,64631,40469,73274,50398,98121,93773,51890,30889,85385,76185,93114,77950,74781,12563,27372,20261,88759,89482,288,22256,28234,66128,12801,61612
54600,23496,24544,73832,94563,64017,94236,6607,79357,97295,22521,5413,66186,32622,19910,83050,78745,66152,56091,45782,76151,40672,72128,35757,46479,73661,36451,72188,29391,43237,36745,98632,36423,4207,51607,73890
86982,90524,15196,67999,18762,93448,21041,28196,27435,39839,21790,83434,20880,92371,2780,20699,71481,46723,74954,8580,61165,45891,77279,83574,50434,1953,76057,22464,55879,86190,8441,79948,40690,31570,42098,58162
91409,12410,77217,37924,26267,45213,36689,91574,17499,89805,15720,36269,60415,73494,66083,30848,59289,63741,23239,33731,88034,3037,45739,26622,63573,63163,76361,51591,70854,79211,20139,32410,27508,40718,95941,18613
57966,15715,14327,75655,53789,63992,76229,56669,69400,61345,39679,24914,83432,50456,9633,50938,55366,31122,51459,10762,75396,14682,20881,18796,13165,85011,50803,31208,72020,67955,19301,10435,4370,97700,26174,76235
57136,46603,46758,18966,647,72169,74269,8238,35333,77175,86777,68049,39907,29096,29441,38561,26620,98561,14741,32412,37442,34562,53701,28323,13368,57776,42055,35175,22097,46531,18407,71274,99276,44761,85441,10079
43439,64738,76265,75733,34830,6797,57503,87531,90426,27259,88701,78879,68758,71815,54592,2426,94540,10829,6330,32430,13055,98901,56142,90138,49240,38139,11349,84524,4143,31365,66821,48507,57939,33579,44902,87521
82484,58145,56141,81046,43212,58104,21031,71916,65925,15898,69521,77844,24743,88526,89152,85296,6671,44851,81377,96360,28889,82212,52817,63106,19212,86504,14658,60923,76869,59612,59900,42432,4346,42883,93144,93393
55381,28819,22325,18470,85959,572,35528,64869,97299,79360,94189,72291,58268,55822,57543,99048,96798,70237,67639,93350,85293,20059,64822,99498,73055,17487,60085,84439,36774,88925,10361,84620,50619,819,22949,7086
55555,19034,21474,19300,44790,92029,42922,29289,84594,10725,1614,36312,43473,25417,71430,6160,42284,75670,36438,78095,46606,41061,84623,60475,64655,68576,21984,5879,28219,51661,9814,6088,18174,94838,75996,54512
90442,31105,95993,91658,53689,18017,94164,49358,40665,52414,82388,96453,46814,11058,41165,75489,53432,87888,92156,18536,29863,56357,1825,24185,94409,71080,12986,54650,13373,69865,58107,62894,90750,76026,48137,17927
55784,94150,62502,9994,9064,95270,17501,12660,39652,4241,19263,53786,91241,2321,28213,53746,9498,924,62625,33640,52199,48965,99674,84576,87621,9653,69742,82546,50790,19858,13961,63816,9804,1896,47836,55229
51146,8418,60228,11857,68744,39327,42423,95927,1854,64670,22328,95994,33229,75302,91850,98250,89351,44004,6290,66492,6995,85037,10576,12223,29831,87747,39432,3805,16174,23993,36555,63280,7875,71451,40432,70858
91776,59594,68433,82068,87001,92705,97752,85950,16269,57116,7789,28076,84517,68220,42877,62642,71101,29378,37942,80505,41399,75160,96863,68373,27751,99664,48452,48618,76568,66186,58788,90840,13261,46436,93159,26563
42889,91575,30582,29541,82330,95561,33942,12131,45721,60049,36870,58484,68076,97940,30543,5748,53645,49663,53679,63035,47902,53312,75631,93421,82153,56516,8945,70112,6317,85381,72343,41169,33738,70057,62513,64391
51479,36795,37015,90921,96327,53492,80164,46953,77052,56313,45189,56210,33705,82839,32804,3688,568,64920,66326,4730,87672,39056,54781,59147,1591,3843,16531,8373,37352,26108,40973,68534,50161,30294,8524,50919
49742,6701,96658,17163,73426,30906,48317,8954,66107,97528,79113,19564,66788,89506,41604,72478,13963,95591,74035,57179,3230,6813,25377,56215,74733,75441,87124,16624,35061,31682,16128,38853,30066,99007,50282,56639
59908,78916,71258,27352,74143,5967,43424,6415,29598,80025,52282,26990,58485,93113,32284,33521,73468,2883,41761,29437,43545,94449,71705,85548,1500,44149,18653,86413,70772,32925,36995,18225,7618,23644,73759,30702
23849,1306,76955,32163,65487,45178,9553,39900,60702,74815,5564,23540,10375,53326,64374,40415,57022,8181,95223,98895,27729,28858,62549,70540,20008,69850,92272,52770,10515,99282,67326,41125,81205,21099,5587,56320
58879,32494,1068,27625,97604,67634,47860,1069,91463,77312,11748,49198,72068,72144,41099,14186,50360,65008,78771,54862,25943,95362,62329,70480,65950,39785,27564,26987,39166,76217,87129,71968,67649,36089,45093,97504
87927,61623,56256,9625,83338,89444,28462,35315,10475,57368,40872,25109,99691,91744,75858,35050,98360,75228,40238,50764,12874,27188,82250,24837,34029,18215,55938,48888,85333,23003,30471,46688,92806,31941,75361,2138
73878,41523,58359,37588,88914,82476,3108,29878,91436,75243,82995,16721,30245,16428,65033,56357,83363,61378,89657,54592,74177,85368,19454,70899,65562,8601,31822,15065,70281,27904,7811,27753,1444,20976,33272,45034
80779,98028,6514,52612,81142,85460,21890,56995,75334,13996,92547,96817,99362,13557,44602,52348,34160,60049,32507,58212,20540,37065,13677,37931,20941,39586,83870,69056,19175,9230,26075,88421,54810,73387,7310,28967
43994,34853,99096,94149,75448,15085,94488,42765,78544,69050,35890,49109,24699,56843,47689,85920,71348,31760,41709,68722,50782,70029,49109,78607,43996,49836,7734,24948,94407,6001,13900,25147,73855,92785,54266,4974
21019,93516,55417,93850,94237,94130,67974,56388,34982,58228,523,98366,82116,90036,90900,99979,59652,29557,93584,33129,19823,50864,81808,74446,72265,52384,67654,76737,92148,86983,51938,44602,16037,32331,27770,18462
40597,42962,11781,50851,60185,10187,75500,49985,90316,99444,43442,94926,25737,48685,82604,68489,11108,73084,69621,37566,28293,88458,34443,6135,18950,4930,83490,65480,74842,75448,32762,22700,55207,51628,62467,79580
81819,73587,93554,62763,1700,74226,88197,6211,87245,39855,61923,57024,25438,13704,7498,46079,3487,39947,21268,14778,7814,89972,63487,11058,30815,61591,33229,68369,30742,5571,92969,311,53513,18721,2934,48168
72697,71189,5223,91601,527,27260,83147,65891,36851,54870,19196,97951,2427,35413,18306,97845,94798,21291,11720,8202,68762,74985,24364,90870,87078,2481,88348,35991,72179,41650,75788,36351,15946,8488,6354,7784
40699,1721,62762,94240,89725,64525,45342,53960,48206,8664,77250,37858,79426,44414,24980,69324,44592,72203,25551,89034,37043,1980,51562,48707,7099,99853,40126,6051,21471,43169,63586,43556,79741,89050,4132,28404
70948,76292,16575,20892,72405,77522,64989,420,46396,20536,54135,89928,6708,48456,32468,90811,54651,6936,15355,15840,38060,52866,14548,46415,82694,718,7,4806,46945,94656,5030,37821,21972,33275,20397,99137
3864,49714,66200,90652,74387,60499,7356,17156,7034,29073,54055,17157,7835,49960,1479,43878,16746,93282,41566,43684,64833,173,62238,41,72868,18785,77915,47782,73117,53409,41550,8792,39484,89090,96901,99675
76712,71064,78493,28733,4875,25707,619,39384,18916,28962,78162,83794,13428,71519,11606,75073,41817,74313,78320,74724,5009,74194,73051,98660,76046,4531,36644,23824,15891,64651,95873,95727,57698,44661,4887,17221
17234,13414,91600,28743,74217,61760,72876,22576,8447,31110,87580,17854,58173,62828,61756,36238,9644,62323,97729,48194,27051,49832,52994,39979,84996,58405,27101,79948,31389,80088,21562,92096,41380,59365,83878,35580
10970,44282,69558,58305,12515,17426,82305,74595,40160,42939,40074,42012,77506,38000,14725,74748,30941,12784,99812,10959,17183,82370,61835,92467,7377,88190,27003,75170,31610,90133,5653,29805,10002,3386,33372,47951
42551,19785,88137,21298,52240,90357,63031,42099,26784,41343,90138,99435,72528,77223,14515,51771,69502,94715,44741,3702,20452,10276,34530,69552,33335,14808,71627,15253,62444,35757,55731,83953,55268,22532,58208,84446
21375,66145,45159,28873,70913,70240,79026,97194,67943,15706,48175,7409,44768,27755,17006,76537,82086,59690,25810,52141,67514,56782,69322,22745,58590,56970,95528,86402,94197,76896,2033,43658,7293,54772,40104,25635
54492,17733,11142,74742,59307,89560,88853,56592,95571,85196,62231,4893,61858,17136,94911,94363,98113,78137,25031,4218,3665,43609,44821,98318,1624,46412,39410,26779,46473,54837,62634,96737,36475,61388,33241,73189
66733,83437,50182,5837,33192,23069,1748,13928,36429,13651,99854,33786,27509,82435,7303,88241,16628,66574,28725,56558,90904,53966,10548,4310,11536,21892,31135,16165,47649,95159,36792,2443,45910,74867,58950,61440
15002,23861,65157,30280,57004,53884,11124,21762,51879,94409,43066,47280,44287,18085,8723,54322,74091,31230,22495,55497,52256,59359,90764,37363,533,55804,54731,46719,41968,4808,36730,85953,7129,34151,40830,9881
12170,10230,20523,38543,41406,36229,30647,55470,60890,68760,54187,85176,41085,54159,93192,37884,35226,35874,47373,72942,41111,52338,52200,53128,92470,2895,24271,49874,95228,44120,47821,49769,73248,63859,59005,82327
31444,39391,55064,10757,13890,34120,65454,86890,25215,47598,36666,82373,45935,41270,85429,59824,63458,76116,88562,66147,11172,34884,45893,94907,90658,27971,86586,76366,74519,63502,28564,15591,1956,15395,58743,32902
63694,31122,94356,54018,28460,64362,29499,85472,16764,9243,61107,3556,98599,44591,97603,87837,8079,44107,97397,49930,70118,82933,50917,87390,58064,57107,74470,23746,41956,38408,22034,35382,50827,67406,12319,77926
43318,9591,37043,14385,65022,51814,92286,50914,54327,36909,4290,1512,85861,91090,82747,50786,22081,67658,40593,37386,82,47135,55697,38294,24944,27145,92463,99250,41816,37193,51349,36926,90433,15541,91940,15082
94503,77955,92052,68081,13520,46810,41047,11823,72499,80975,26994,17760,84434,29520,22252,46808,31464,15217,6701,28886,61430,93298,77542,43777,4131,90285,89312,17098,27644,22955,70198,68089,1303,73476,93632,63432
25839,33278,49521,20672,90470,83654,73215,69371,89332,55590,34507,18895,15881,8663,16326,90585,21844,13118,72759,69677,7950,56862,29974,39142,10095,75992,11249,24298,73422,25524,42121,17255,5039,71161,53745,14294
96091,47639,73486,34342,94432,78378,23897,2314,22277,78031,36957,29916,69007,92756,21742,75545,36089,29933,47847,94236,80785,11243,59440,17643,17697,29829,73035,96129,51551,96456,72927,84650,13214,20711,23742,21222
27899,61568,53251,15017,84064,36399,74796,56349,51303,16397,79242,80064,7783,36103,79252,2763,89191,82860,50392,9290,23586,53090,72080,24332,31974,50886,63339,83611,83332,94227,88966,77614,31067,93322,78569,68602
59576,32459,11790,74635,29977,35085,95965,70629,21226,90036,68460,95184,85861,52973,28899,22811,20078,50385,2714,59615,85519,89644,68940,67156,44102,99260,70216,48536,15339,15706,28155,83806,87990,86566,52830,41637
40602,65803,29902,88488,45383,97500,93953,727,79147,71466,51910,63421,76518,3362,8950,74182,92006,74629,99236,94060,61914,79119,88251,95440,92944,52173,553,44705,72747,99492,59227,40209,42810,7694,40951,44470
8968,57871,51372,14829,33081,32908,45717,68608,55412,58974,98776,53666,91961,54206,2355,45480,79693,65236,60506,65212,73347,990,60611,69971,54231,6570,8830,486,27344,77873,93214,75219,61837,86708,96534,11454
8761,67760,91348,42594,10461,42376,28853,21798,96681,84819,99764,55428,37249,38707,43225,46233,77595,81,53449,16863,60890,83679,19540,4738,5084,98001,84960,83418,34159,80652,39328,87831,41402,78684,87648,75814
81193,91493,23626,24553,23967,97701,84193,63393,97108,66370,55028,36647,83003,14471,49186,61478,33225,6660,76340,44013,78425,1763,65545,61118,88801,97047,66107,8385,68368,56065,56263,59665,83606,59609,59520,83457
17700,76108,8310,82703,80726,8818,66109,17249,84951,91029,58291,45846,78854,58973,29822,66438,69204,43009,70186,92226,84715,96027,88623,97266,58842,30452,82980,3324,73125,70551,28073,47729,85861,33190,95620,38030
84700,13535,2169,79981,41731,69064,53616,50466,52935,44852,95686,22879,48402,43447,43961,36582,22345,7204,35677,70630,56712,19144,18848,46583,49097,35842,65402,48647,71363,33694,82782,50937,18910,40771,86977,86921
87026,78502,82860,98640,25384,60050,75260,70830,67412,34628,91061,10709,58192,40178,33969,23779,87766,73311,18945,25200,34082,51368,1135,93682,1880,32421,90208,41199,35063,18685,56979,72171,33783,29350,83211,95560
3597,52041,25324,99004,84195,4879,88291,88418,52736,56583,55428,24996,71049,34066,91352,96295,81902,82040,42051,51471,52838,9177,96597,51253,88747,55486,20335,49627,29336,32868,92413,97363,35842,4515,85440,35057
1642,38099,42983,94439,32016,38996,10973,48681,65072,31213,18595,88859,62807,70047,74073,30893,9998,27015,5946,79234,68492,89913,78637,81444,78124,96838,50341,45272,59133,85187,68737,9650,80999,56082,26672,18468
4848,41532,94176,81916,72951,15923,91338,19195,79698,22236,10318,57058,48528,72259,89285,86362,73447,69420,7068,4805,25419,84928,11965,31941,8519,2346,80696,25266,1698,22670,29785,27843,92732,11496,73213,62096
16786,2698,32081,3937,1425,72355,32594,87371,30494,42768,58038,71805,55763,20787,78921,40125,83333,14666,51441,73822,14921,12544,14168,9634,38294,48293,32197,86978,71575,3810,74396,79382,86361,98305,55574,53717
56592,21240,11502,81494,32916,66463,45396,17213,35726,53425,76843,10033,974,98363,33143,66712,19526,94656,53752,51630,65669,58159,62183,98641,95147,4244,47556,98178,55726,40115,58192,78171,18959,88424,53432,84980
55939,60658,95841,37566,81751,99859,19929,27173,61423,46854,82912,33290,63693,63398,20202,83664,50194,62105,49666,17564,4888,64800,67877,27866,20130,980,51804,14881,23122,39905,9834,1215,36806,33665,2581,43855
50850,46112,69302,72270,10618,55307,1191,61469,30534,908,38565,71251,22593,5066,5778,10563,24097,75362,6358,32831,97174,5510,94667,51476,962,44577,60555,15036,82015,28681,24993,36970,90272,84711,33273,62975
14063,33306,74719,16341,39184,60778,95568,97002,56533,88529,74022,10564,41443,4161,84167,48766,67626,7510,2157,35210,38365,2810,58546,77822,24911,43214,37790,47543,54032,70883,28944,74131,74475,40032,82829,65732
73728,71373,99789,63913,48452,86269,73408,86519,7590,87468,79562,54062,3074,10865,25360,63472,46782,66041,61321,93451,65480,1301,73205,40368,71369,19177,5518,62996,93327,10702,91796,10913,36938,91254,66719,3791
78642,36823,31240,11227,4326,21296,96567,8696,1657,31333,40323,88849,89276,9796,77152,66460,76135,12855,52201,30177,56296,9497,85897,57377,17807,80392,74574,90608,63375,28465,54117,82766,43994,99865,82374,75612
75892,61214,53019,73327,17427,58057,9052,79904,41600,12805,55499,66278,89973,38232,59810,92001,26876,12983,67142,14224,66225,77937,87881,2426,88636,8495,68969,11132,79079,20173,10116,11459,99128,78102,56228,55607
22524,11567,17586,81194,89123,44106,61789,12789,63581,51826,79579,67835,80315,36643,11989,73132,83659,73102,89983,63574,48937,34045,8548,82515,76263,77516,11653,89705,33844,372,17190,20812,37723,51132,11573,76955
82965,46646,89768,23462,66075,56847,74489,49118,40392,73095,28181,71817,51608,28067,70428,99915,81220,96736,87992,86950,46741,3277,98707,73209,29571,16755,48325,3358,77703,93119,22051,99040,84130,77881,26577,51614
77621,62336,19225,22556,75478,1447,27279,23965,84219,5384,55622,13969,13077,23141,28159,94508,25993,45494,17579,28489,45531,87163,78349,59409,79921,81770,53144,75797,6717,30270,90399,68870,7753,52522,23368,23421
44092,3947,24732,23563,26459,13305,82643,26523,91230,12583,98998,26989,11007,58990,14389,19651,70610,76977,12540,69499,18258,31172,55473,31734,77641,17758,23262,34894,2084,5257,18530,13576,79556,26193,37960,12328
8009,62630,20116,98816,92770,87942,19440,91770,34774,99033,65073,40818,79346,68769,58468,35865,32936,2012,32576,40990,19793,20867,3990,52898,44481,5679,99896,71687,70946,10944,40225,10691,4143,68174,95280,35915
19884,79564,70567,66728,76688,52965,82582,23260,25734,2669,51786,5141,20040,10336,8419,75902,5594,45676,24532,90640,88155,86335,23069,12724,48379,56330,37717,40248,17562,83281,65208,64561,74391,72320,52718,93856
45204,29328,66585,54928,93892,94215,86764,82002,60036,85502,30784,25705,85033,16450,59301,69202,6024,23751,208,44564,73254,82818,28941,85122,81485,43781,51057,32395,59554,62882,27224,9038,87886,81066,78982,15482
43111,40778,89419,67461,19683,76422,50946,57683,34499,4209,89704,75662,68918,64620,66062,1268,85650,12546,9896,22245,59200,88995,24796,38083,74597,27982,94549,33146,36541,45322,53257,5003,39966,32557,94734,33000
10792,7335,29482,36468,97391,47624,83029,40718,31521,2261,79058,26197,48396,11389,30336,2684,98877,99495,93374,62820,75930,89665,12030,31817,90209,90736,27077,38686,65910,71214,40986,17543,93684,24501,12555,29628
1200,10740,62039,91335,85951,92348,81922,30197,5596,11973,45398,98281,16324,95823,79642,37369,96339,23185,36854,96828,39380,57583,22296,60779,27765,3039,27525,88234,30527,74968,33224,67774,26917,75494,30198,84922
98677,73765,26211,96711,5785,2655,46949,2504,42157,80073,80172,64989,73526,52905,95026,86737,97522,7067,54470,4125,41676,77536,20846,24195,99655,1071,33935,15658,52980,51336,34142,99471,54702,95421,12731,74007
32912,33601,40432,96591,69618,54647,34145,78219,80741,30049,40912,97918,73263,29153,20579,25536,45501,10913,88930,37407,8458,138,92871,77429,44610,30943,26494,36535,34567,92315,53941,74219,8844,25247,25258,77826
93160,58831,17039,15327,10409,88471,20657,21396,2907,90247,88579,16447,60320,70791,88745,62589,92060,12232,78169,95898,71661,62346,85799,87311,99090,35727,10824,48914,79869,31828,32309,3319,68367,80409,43187,53350
15152,60471,23467,8355,41922,62386,23735,67074,92900,33708,55186,44079,26734,98349,88828,60249,23869,13099,45569,47164,32758,18698,90601,97895,11446,66507,80297,18190,13938,51651,85369,60958,39512,67788,85804,75116
73026,50622,5762,73762,3149,60251,3460,41976,16940,88005,36990,28811,9107,34596,91242,89074,84189,21839,16963,78186,42644,41540,97165,32763,23741,20760,88938,43335,73750,96548,56565,84851,62019,12304,52356,65690
73695,66322,81017,3208,21407,18491,54517,40937,86908,86239,28652,72188,52556,27625,70936,55463,30597,8807,956,49342,14523,74705,65409,78640,28642,63945,15440,54442,38745,84220,63082,57865,29950,99391,3245,25224
27692,48636,44721,48591,24197,16027,12659,34891,38157,31192,96990,62595,24031,86023,66000,17306,63282,93010,67914,63299,84313,77857,51415,60933,24541,34676,55375,59923,83879,39621,43599,42749,7245,10495,25284,43011
87678,85700,55,91239,88739,54415,73842,96200,99728,39330,40098,78924,62199,64930,84198,86197,92862,19101,90294,75477,93923,73462,588,45022,57861,27605,36106,88565,57648,2478,32144,87843,7626,19962,1681,82192
19038,41948,65760,11831,30276,49163,42098,69705,84992,46596,55957,24592,7980,13817,12335,2581,55688,43481,29644,63371,8644,19096,65079,15070,68480,92440,1427,52370,25698,60058,45936,92240,35278,72362,41467,51618
25313,14589,57592,5956,30275,53038,38992,29578,41762,3364,45471,60275,71665,39065,26014,46964,88901,77583,87363,17693,84331,26629,29271,61561,7456,89577,66439,67471,86635,66615,43328,80835,84873,6415,43750,68274
9251,62286,427,29974,26356,8331,8721,17950,69443,39033,89542,69589,38036,45810,27321,52220,54075,17618,36224,87284,44733,55701,32181,2669,74553,63974,99475,52825,41433,8758,12845,31260,45414,34449,53770,92486
58523,93344,45527,38864,1310,42500,2518,64326,24045,65223,25970,52349,44225,75768,85871,19294,66356,49906,31710,58397,95575,18514,86805,52896,40402,77385,12170,26027,38946,15490,66277,34161,69797,71441,1986,17770
10193,42512,74308,76006,45766,58875,55439,55879,8485,43787,90647,6699,84391,34499,92360,50276,69770,70181,93623,71206,1999,84988,14566,34062,36576,20809,15479,31816,94145,4827,26832,72048,60241,84355,77557,3743
44033,47594,45515,70977,70045,50438,88112,6039,2785,2139,42970,25524,1645,77435,53628,77985,85167,98358,35204,81846,95126,46000,29993,44009,19879,27430,41256,76826,39888,63288,99223,7871,96950,71013,43398,47435
51272,96120,90681,53806,98882,5992,89556,58944,56935,34020,40863,61061,26626,13164,57479,61102,87312,45759,18174,61055,60134,75541,60410,36250,55068,94707,88994,44711,17821,44671,41191,21454,79291,20744,11390,42085
54168,23301,23939,33060,9854,44501,60503,22659,15900,88794,4576,79266,47766,65874,87059,80788,35555,17266,31210,92683,33462,79858,11156,35804,93025,27445,32922,85066,73982,15265,93917,65720,96728,94898,36959,37484
71509,7513,15418,85878,88804,16486,21223,39002,50809,90430,40277,6254,90603,27628,75640,91072,65215,55857,10921,95407,99431,97539,19679,6149,84453,99476,50570,45502,4136,2150,34783,53478,96507,47361,79980,14226
88044,93170,30182,24652,73781,40702,34446,31239,18952,20931,15962,89956,36901,82728,56095,29755,36680,61062,25081,1624,43056,5521,7416,2467,32599,93992,89691,15791,70910,55275,91191,43909,39859,98538,29739,90661
6792,58049,48662,20016,2467,39470,19794,54970,84368,61867,62037,20634,95054,16081,66733,50617,46842,41355,1187,75180,76796,84488,81378,28434,65271,86315,88726,5568,22414,8340,52201,62965,57128,50297,93430,46176
50466,6407,29047,12688,10787,31210,40209,4331,48970,93912,52455,75367,4418,58926,93739,19353,9856,78519,83844,31085,63831,24809,72353,3383,94350,72324,15712,58821,19407,1347,78752,40160,77883,98949,91802,25617
50233,71608,55771,89488,41046,77662,2611,53463,67652,26636,22001,19782,84115,95342,26734,8225,14485,2258,12844,68991,39615,53057,84252,21384,17915,13570,17688,98317,40738,58719,60733,31556,22606,712,94483,6921
6173,96873,99537,50801,29202,93911,6120,14412,6269,66287,64461,86735,62745,660,56991,86638,96362,38944,10309,10117,4710,13655,97559,68217,38633,4001,97707,40310,95005,82427,48462,84967,83212,68139,50755,48777
71742,94310,78679,54795,6367,45056,31434,75282,84980,35363,30215,76024,62864,7055,40851,64219,95088,70703,92517,7644,43183,49271,93125,12520,58936,2622,45522,44031,46171,69319,93922,43588,51035,95398,14594,35987
48891,68280,68754,69372,8713,47593,85991,43483,55797,67447,55019,66588,9442,90749,97944,90596,41190,46236,73598,7455,66238,24708,83389,20255,14165,39481,22877,63130,96311,74055,12382,60566,73008,367,97049,99249
5320,73947,6607,53329,92371,36582,22101,64434,28768,21660,25265,10553,18531,90501,86962,56526,65770,45070,59592,54582,28855,7108,76233,40627,97956,53729,11039,99982,58519,25057,62383,32507,56419,84958,63364,41195
48210,3250,47094,82672,23504,52949,85867,40015,22333,80262,61688,76636,89125,80731,69735,20769,62060,95834,19202,32907,17179,11831,86622,6262,4609,98473,29210,3548,6816,32267,78808,56587,32119,42245,30543,42894
72737,35974,43141,79488,76970,83401,62410,70816,36874,82429,86111,98223,40468,64787,21846,18288,63587,23491,32147,79633,22480,37480,24907,89756,9488,29804,57220,18681,23851,63307,33985,93748,51184,99001,56531,18586
63990,95251,59657,19451,59977,10822,5786,98872,97012,46135,16941,584,4807,2972,66352,21784,93046,86253,70235,46799,64832,14882,56454,9619,91855,30513,39062,44095,51317,74147,75596,63043,36414,65090,53343,15521
915,61662,90000,48127,62627,45605,48991,81890,7037,19122,66555,83534,53527,87537,17895,90899,44437,81274,31259,15792,12390,94103,4741,66959,64893,31154,19660,54762,49347,48263,79515,35039,40123,40143,50899,77560
28798,37881,13570,25221,23531,53111,88942,81137,91716,45613,21557,61154,62104,99673,25502,97564,70994,78994,87587,76759,67468,21422,58235,84207,85937,51861,20507,95255,21537,80998,85879,61800,62486,77490,77664,90082
49063,59278,85902,45804,97760,95599,69338,13916,45606,75534,95424,51234,57552,40457,35034,18958,93279,67185,35700,81647,96732,11531,9630,36454,3060,28251,62852,57267,51295,17686,72102,64726,91488,84272,36413,17033
69376,12792,17436,85800,74467,77539,57402,66733,43401,57487,96362,50147,25727,75721,53371,67072,53168,88117,92131,88200,80398,91611,22758,45501,21380,18116,48412,5763,61205,5233,61822,86139,58454,68084,64867,62184
97678,40353,13742,32434,49157,71571,50142,30459,16006,68718,43047,27898,10265,46122,90838,70781,41419,74801,97339,82467,67822,4361,56099,363,99228,68420,8958,48537,23836,93949,93140,61023,51789,33955,50370,54884
77447,81482,40550,76374,4489,90762,21086,78748,20305,12373,15046,20558,71630,38705,89284,81515,96550,461,69860,24694,71312,39168,89624,76816,96605,37107,16145,45766,1777,57698,14681,16410,48513,6553,45941,13868
92062,19392,24771,48922,24733,10021,32562,61581,41103,21783,29302,10557,45061,80450,58160,70432,62044,75353,30946,32594,58998,31873,49752,77193,3874,22623,27191,8430,59858,64054,137,83837,57559,4981,21043,42792
99986,11527,99842,44852,25694,63363,96133,84700,60165,16474,86482,18494,37950,31991,96967,4281,45755,86328,77531,97632,18817,40339,6782,7604,54996,83576,80935,24666,98998,10580,82341,73042,69968,22952,62383,64297
72346,36194,87434,72438,35803,2579,98675,54113,12983,28633,65246,7959,63936,86048,74191,85249,9423,70145,39956,75406,44133,37747,81640,87232,95709,499,25107,82225,18266,49949,60526,78936,31141,7847,46284,85139
39241,51510,80009,27576,96968,1529,24365,58291,76817,35915,95746,16818,75623,28031,70575,21713,13284,48424,35509,15876,29759,75251,68959,95851,10451,84190,72132,93434,26849,70943,98546,53925,90623,51073,58018,14165
63533,62474,14662,43865,67727,53720,86717,40775,13201,11645,51933,83851,66693,60648,52162,99128,93021,70521,46699,81973,51188,93485,69219,82650,29603,18475,26508,53931,21624,29404,77552,6436,2094,56020,68671,65513
44853,7176,71953,88901,87843,61287,81600,55790,74815,9855,15661,54202,44859,31232,62706,84876,56562,42034,40601,24749,53190,79595,17277,64064,78993,77417,96296,55671,42219,89727,63506,19809,2233,92052,67160,75687
21766,47918,76226,45962,30023,70894,95888,26535,85157,83191,26615,7568,80559,16497,53379,27571,66981,97991,89525,39490,13572,17761,91221,79820,38874,44255,21500,64291,39051,11662,97010,61299,17857,786,80254,40194
60461,18985,62184,7405,76395,98673,17047,72296,30679,43864,84169,34940,74070,31232,25941,91576,79753,19687,66825,31095,37527,70970,11050,21945,63800,12885,42862,48658,90043,78210,54627,95478,31166,9674,33142,59392
46243,59048,95024,27822,7728,95588,29770,25001,50534,75035,32795,21323,46505,39180,86597,67481,16645,21049,34498,89581,80063,80737,54000,4749,11419,98005,81532,8419,38769,26604,27253,54308,29135,59044,69304,66930
43274,53631,74737,13283,52222,90458,23508,14874,4900,31837,90710,95743,26063,2004,61592,54213,92744,10141,30985,88200,56084,19506,67164,91235,32401,16373,20546,62765,22308,95895,23523,41005,31421,9416,32927,23529
42250,5456,21616,84387,92738,87867,15274,88654,87904,69415,26461,48330,75442,45008,2392,6330,31575,88982,46571,35950,78177,60278,88050,38257,89776,32239,2554,73289,43484,15682,81813,12439,86579,68227,57837,49493
6679,30857,44310,17146,89077,1977,50915,40210,68735,18722,77254,1931,39560,59693,91199,85106,21409,73471,47291,14284,88432,55713,75341,80895,51936,22150,67148,64817,9873,80838,78925,55529,18060,60254,59690,86833
94687,17941,45264,69203,48166,57258,98495,6740,15176,9202,11576,69196,25482,62754,52759,63352,51203,39529,41797,35305,10941,89424,86633,68689,39537,57456,21868,40861,54507,50594,32285,83903,47282,90328,44712,94803
