B_C,H_C
73996,69522
74004,18587
74012,23144
74038,90393
74049,49170
74069,31488
74082,94817
74085,27575
74115,47238
74163,88341
74194,46200
74195,42517
74206,55574
74213,29973
74223,55957
74229,66797
74236,7203
74254,46785
74255,1289
74264,20981
74266,42556
74287,74147
74288,76416
74307,68151
74308,48759
74332,64360
74348,16735
74358,28771
74368,14951
74375,89095
74387,5549
74400,93567
74406,75495
74425,7766
74438,61085
74466,81047
74467,30253
74478,84108
74496,94756
74517,61020
74518,46066
74524,54852
74534,59030
74540,54957
74544,61123
74570,70752
74576,76215
74587,87336
74597,11028
74608,31515
74611,27959
74639,96621
74647,29582
74654,71059
74663,14144
74680,66566
74705,92146
74724,4531
74728,36094
74741,25367
74756,78568
74778,91500
74781,58195
74789,59162
74793,80825
74796,13611
74797,11543
74801,54960
74864,97863
74868,82234
74899,37289
74906,81805
74907,45110
74916,78303
74923,93719
74943,73288
74960,75614
74965,13326
74974,26391
74981,40333
74990,77974
75010,75489
75014,62567
75037,62212
75045,4441
75058,77033
75078,24524
75083,28823
75086,27155
75117,74222
75140,9570
75144,16716
75150,32450
75176,58958
75180,86315
75195,50285
75197,16902
75202,22657
75217,59723
75236,95352
75237,78905
75246,62313
75252,64834
75263,48955
75267,78702
75305,62845
75323,51733
75326,90131
75335,39818
75343,81081
75364,25810
75371,94256
75384,86015
75394,67304
75397,56559
75406,499
75408,80557
75413,41415
75418,57788
75447,46481
75451,34749
75469,5647
75476,36526
75477,27605
75489,79942
75498,44641
75505,7570
75509,63960
75515,95398
75523,2877
75529,57346
75531,39652
75537,78096
75540,75532
75559,86482
75563,65995
75574,77360
75590,25000
75599,90002
75600,20213
75602,39122
75606,18148
75612,14921
75614,74696
75626,35866
75644,12370
75672,16308
75687,14023
75691,28095
75693,72274
75696,17459
75697,50198
75703,97721
75715,33480
75764,31819
75780,86147
75785,40544
75787,85520
75788,38336
75813,51183
75824,12620
75827,61072
75832,32040
75843,98386
75851,7423
75856,43148
75903,17836
75906,79832
75907,85122
75915,79052
75921,40566
75941,48611
75946,47835
75954,59951
75956,63712
75957,98549
75958,18832
75984,51022
75995,16708
76000,5595
76016,10186
76018,62753
76024,42003
76038,83911
76051,52036
76054,71510
76075,63307
76093,29385
76121,63839
76127,6172
76128,36267
76132,52214
76140,75369
76152,2524
76179,21782
76209,19244
76212,80263
76221,21725
76228,50411
76229,26713
76242,4342
76248,85069
76254,73210
76271,41737
76274,43995
76277,90925
76285,24164
76303,28619
76305,32382
76331,90459
76345,75748
76346,50150
76358,12751
76363,96437
76370,91543
76390,73194
76402,33527
76422,35260
76434,1075
76446,71903
76470,59470
76482,18094
76508,17655
76515,62912
76532,85426
76543,74568
76548,98503
76549,16772
76550,23663
76561,47915
76574,73607
76592,94930
76598,62670
76606,60047
76608,64089
76609,50787
76617,44219
76627,61685
76629,95120
76639,90611
76641,5401
76652,10269
76657,88138
76661,59276
76667,85506
76675,64151
76680,74179
76688,20721
76693,69790
76703,54348
76704,75018
76716,10435
76718,74931
76720,25605
76727,71518
76738,78961
76747,56715
76757,65349
76759,51861
76762,55472
76766,39463
76768,54994
76777,5842
76778,81794
76788,53597
76790,40552
76796,59257
76808,64618
76814,26215
76835,7645
76850,43806
76854,43354
76918,13018
76952,69275
76953,60684
76978,54901
76986,11024
77006,28499
77019,15458
77027,93398
77031,21814
77039,53706
77044,60251
77050,10257
77072,7488
77087,98433
77094,6291
77110,65792
77132,74378
77136,44670
77152,40880
77171,23261
77189,45357
77190,52602
77195,48882
77206,40763
77210,86134
77218,62432
77222,50915
77225,23153
77253,3215
77257,94963
77271,32691
77282,19248
77306,9895
77325,70213
77338,69357
77353,62461
77361,28466
77366,48243
77376,71306
77399,23512
77401,91925
77413,66076
77418,13209
77423,30377
77426,24168
77446,12927
77454,42376
77461,50551
77465,90269
77501,11674
77516,92464
77523,78034
77531,26322
77551,50377
77552,43240
77554,22559
77565,72940
77573,78850
77592,21406
77604,62986
77610,36771
77611,26093
77613,90244
77616,24951
77634,68369
77646,60079
77668,5008
77677,10834
77679,25897
77688,6178
77697,43682
77717,44118
77725,93138
77734,23132
77736,27690
77742,84778
77768,70874
77786,88479
77789,76761
77797,37309
77803,71313
77825,39353
77837,25937
77844,26418
77853,2814
77870,6848
77876,23938
77883,71581
77903,92032
77910,77121
77924,45538
77926,7716
77928,58996
77938,15886
77976,5154
77979,12688
77980,37035
77987,7521
77989,93883
77991,65989
77999,75196
78007,92673
78021,34815
78028,78767
78032,12243
78041,96566
78052,91740
78062,39917
78070,3893
78088,87713
78095,68576
78109,46271
78110,97481
78115,2381
78117,97652
78121,29177
78128,67957
78136,98768
78142,51834
78151,63082
78155,87184
78181,35291
78186,20760
78220,3366
78221,16345
78223,59146
78229,27654
78245,24139
78267,44354
78317,11589
78328,19686
78337,43548
78351,49490
78353,73754
78354,33417
78358,9780
78371,15416
78381,44120
78390,9084
78391,97290
78403,62350
78405,69217
78409,47363
78433,59574
78441,87017
78443,77646
78445,15746
78474,5072
78476,91021
78481,60168
78505,47953
78517,37930
78533,45319
78542,50413
78546,31990
78555,28566
78559,85922
78577,57208
78588,55289
78599,63397
78603,8657
78611,95945
78612,11256
78630,50344
78631,36897
78638,54505
78656,19334
78662,34334
78676,35346
78692,84474
78701,10639
78706,5368
78708,24350
78725,97677
78730,68305
78741,57365
78755,99617
78784,40013
78805,36682
78824,82779
78852,23498
78853,74935
78888,49995
78893,9850
78895,83419
78911,31300
78930,57636
78966,19879
78971,13048
78980,30793
78992,91345
78997,70334
79004,70773
79038,35462
79058,847
79071,46200
79072,45302
79074,66615
79076,83526
79077,31744
79090,97941
79112,82468
79113,89236
79114,24525
79119,93489
79135,32055
79147,78172
79150,87565
79151,30713
79159,25740
79189,5116
79204,51184
79206,40975
79213,79826
79223,84933
79225,64632
79227,65348
79234,96838
79245,2140
79252,3698
79261,94859
79266,11239
79272,28474
79276,64193
79277,70524
79281,84914
79288,93625
79311,44438
79315,63538
79320,40743
79329,74746
79344,12825
79349,9852
79353,17085
79354,96933
79368,25134
79404,69420
79411,1766
79415,41172
79436,52536
79451,77249
79458,24615
79466,16920
79472,18508
79478,13702
79479,14881
79489,35464
79496,70506
79514,76817
79523,85052
79528,70879
79541,55108
79545,21098
79551,13173
79569,45313
79575,98728
79583,65770
79587,43370
79588,73771
79595,44703
79617,43217
79628,23358
79633,29804
79634,38644
79646,11472
79659,96938
79662,6231
79668,5842
79685,28065
79686,52940
79687,27833
79692,83215
79699,14984
79701,52692
79711,18387
79728,94212
79734,32609
79749,11145
79760,24034
79779,67664
79785,14951
79798,11138
79800,48215
79823,13837
79824,64001
79857,92039
79858,31236
79859,57208
79863,74052
79866,73475
79874,64395
79875,13518
79910,54654
79917,35611
79922,20709
79923,62155
79924,49163
79931,99534
79937,12231
79942,23001
79948,91577
79980,90259
79991,91514
79994,87204
79996,68116
79997,98076
80005,66790
80007,44258
80009,45788
80011,15256
80030,10278
80042,47540
80043,44908
80044,59852
80049,98329
80064,11470
80066,62807
80067,6759
80068,21349
80072,25419
80081,45418
80083,26349
80095,84585
80099,11941
80114,24290
80116,7247
80118,22005
80121,72404
80138,86939
80142,95151
80164,48604
80168,50955
80186,46731
80206,18561
80216,75257
80218,41842
80260,59080
80273,94176
80274,94799
80280,36887
80289,88121
80301,37922
80315,26085
80316,53690
80319,65629
80324,61954
80330,70401
80331,49216
80349,6460
80350,45379
80351,58373
80357,93880
80372,99379
80386,37201
80389,9348
80398,94844
80400,63709
80437,7005
80440,61403
80446,70684
80464,62773
80476,15026
80495,18861
80499,20772
80503,80041
80505,99664
80527,77325
80537,49949
80546,87732
80550,87154
80564,30720
80567,57082
80570,35131
80576,62280
80587,97243
80600,9586
80652,55063
80666,2302
80689,4915
80703,28581
80717,70581
80719,25182
80724,7410
80744,71628
80751,22710
80758,43893
80773,22847
80795,84861
80799,57970
80801,24279
80807,93051
80814,56185
80841,25630
80842,75071
80858,21911
80862,35990
80865,66076
80866,49230
80880,31330
80885,85251
80903,78942
80917,83715
80950,76692
80960,692
80962,844
80972,89617
80975,40558
80986,65699
80993,2151
81037,45065
81041,43474
81046,22450
81049,63351
81052,24418
81060,69076
81061,27983
81064,64627
81070,50048
81080,33110
81098,53968
81100,66986
81106,58037
81113,83914
81119,57493
81120,48793
81121,27942
81150,30424
81187,73787
81225,13738
81234,48840
81241,76331
81258,2657
81266,26412
81272,20774
81274,60888
81312,70544
81343,2239
81349,80032
81374,35631
81393,22369
81396,5565
81402,2563
81414,15275
81415,20702
81423,26591
81441,16555
81468,2318
81484,82615
81494,27252
81506,6286
81517,98011
81521,35311
81523,2684
81557,94158
81570,15318
81590,39106
81601,32332
81614,2292
81623,48921
81633,10541
81639,81295
81644,41214
81647,28251
81649,42287
81651,11080
81658,29849
81662,11919
81668,65957
81679,22106
81695,52695
81698,34001
81704,17420
81705,1299
81716,97220
81750,91449
81762,70178
81765,59686
81766,72084
81789,25403
81799,48110
81807,50143
81810,5733
81846,27430
81850,11388
81872,82235
81892,16644
81900,96012
81907,26460
81909,74898
81923,65615
81947,90716
81973,18475
81986,15195
81987,15593
82000,11712
82023,29481
82024,74376
82039,86536
82051,69522
82068,92061
82089,11774
82097,93169
82124,31096
82130,40706
82146,35307
82161,59657
82190,48108
82200,97056
82220,54686
82224,46192
82225,92399
82235,58942
82239,83992
82261,65012
82280,61477
82334,39969
82343,4168
82348,31604
82376,550
82409,15518
82423,15837
82425,82663
82431,80179
82434,94179
82441,74945
82453,17301
82467,68420
82477,8011
82483,79754
82484,45624
82487,264
82488,19001
82492,50154
82505,21887
82526,7993
82527,30350
82550,43569
82555,76371
82559,70061
82582,57034
82583,92601
82586,72477
82604,56918
82609,45090
82610,68260
82620,36998
82623,89558
82635,50167
82647,16327
82666,46121
82677,98843
82695,41975
82722,1375
82731,99719
82733,76038
82748,84640
82802,8099
82813,52337
82821,68633
82837,94953
82838,30099
82839,89509
82844,66077
82861,50373
82919,14001
82924,15912
82932,88084
82940,71462
82941,15884
82942,89568
82964,96327
82970,75124
82985,90557
82986,58802
82992,44148
82996,3904
83011,24153
83013,45141
83014,37590
83016,97377
83020,42264
83026,26474
83030,46142
83033,99212
83048,3944
83050,63394
83062,32124
83068,22777
83070,25171
83089,68721
83102,17334
83104,5544
83145,12278
83151,21083
83154,38931
83188,6831
83194,9216
83206,99512
83235,90529
83245,88797
83270,20204
83278,32140
83299,69977
83331,76885
83342,79673
83345,66850
83350,28806
83375,20802
83384,12382
83399,2068
83405,14728
83409,28661
83416,32325
83434,82587
83441,76536
83444,17898
83454,51400
83456,36934
83490,6407
83493,70809
83508,74092
83518,74453
83547,19844
83549,12732
83552,82280
83576,58909
83590,11788
83603,32613
83605,32250
83608,10823
83612,61078
83613,82903
83617,71945
83618,59069
83661,86175
83666,6445
83669,10030
83671,35246
83684,99862
83688,41872
83694,3356
83704,9958
83718,95954
83737,89997
83746,30864
83757,72094
83769,62991
83774,16159
83784,14551
83790,26475
83810,95696
83827,16822
83831,99514
83834,18810
83841,92476
83843,38716
83883,84869
83884,26247
83909,96249
83912,47029
83937,79446
83955,39182
83964,55396
83989,63881
84004,59942
84024,13294
84034,23359
84039,8104
84042,74116
84047,84842
84054,13499
84067,33492
84088,69572
84111,16189
84125,46511
84128,27291
84158,50056
84163,41288
84165,4482
84178,32201
84180,43268
84190,24337
84222,92504
84230,67201
84246,42684
84259,16651
84267,79082
84276,85028
84284,30780
84285,17937
84298,12104
84309,69042
84311,3720
84314,86270
84337,44005
84357,89904
84367,61768
84373,77758
84382,93784
84390,8773
84394,23460
84437,92946
84440,57040
84446,38620
84461,18233
84490,45802
84501,4121
84506,75979
84517,4532
84519,60384
84528,29848
84532,3756
84551,103
84554,36905
84584,86658
84585,60250
84631,86558
84654,91000
84668,9621
84670,49038
84672,71036
84679,95600
84682,55500
84688,96136
84690,95381
84723,36395
84731,27606
84745,57397
84761,60258
84769,23490
84791,89585
84806,94348
84815,26604
84817,18918
84821,63401
84825,9936
84853,61024
84854,20656
84862,61818
84866,92824
84880,44500
84883,83870
84893,64219
84898,52142
84908,75435
84913,38895
84915,32782
84939,97814
84952,31455
84967,30818
84974,54747
84986,33974
84998,9481
85011,84195
85013,13496
85020,51499
85023,35590
85034,7098
85036,29401
85063,91742
85067,93013
85069,95528
85073,14571
85077,93458
85088,56036
85097,49428
85104,49676
85108,50611
85117,28225
85125,54135
85129,6853
85134,37850
85138,590
85150,87310
85151,39746
85153,96668
85163,61476
85175,4561
85177,1248
85185,53620
85205,37760
85215,84539
85219,99821
85222,11228
85227,47968
85234,74235
85235,47565
85251,24482
85257,74440
85267,34576
85270,78528
85273,54686
85286,36713
85290,90352
85303,44404
85320,7102
85323,10545
85331,65041
85334,93773
85336,9506
85337,91139
85343,89421
85350,56349
85357,42180
85360,74442
85388,89167
85396,9339
85402,43162
85406,75778
85408,33242
85410,94667
85417,28944
85421,67726
85450,58507
85455,81641
85468,14870
85472,28361
85473,78810
85514,1520
85537,30439
85542,36142
85543,65035
85545,44318
85546,25823
85565,68111
85567,14705
85570,95103
85585,81811
85600,19288
85614,28853
85628,51835
85646,42982
85662,3021
85668,37140
85669,48082
85672,12328
85681,40756
85694,96316
85711,12025
85715,93664
85729,28318
85730,45085
85753,6427
85771,12325
85781,96212
85818,74400
85824,2476
85825,87126
85843,31714
85852,30214
85860,7660
85864,54141
85874,18861
85885,66427
85886,85228
85890,70878
85891,25702
85908,41928
85914,21903
85936,95414
85957,83328
85976,45095
85994,24426
86000,55728
86004,9214
86020,96323
86027,69352
86048,18019
86063,31683
86073,91865
86074,50929
86077,60962
86079,93112
86081,89605
86092,16594
86100,35479
86111,98845
86124,9217
86131,33734
86135,927
86137,48415
86145,67524
86153,31099
86157,19072
86167,87745
86189,80805
86192,47012
86200,92732
86229,45187
86231,89873
86241,30218
86244,20471
86245,49677
86247,56652
86257,33476
86262,46638
86275,40234
86326,69990
86332,75097
86335,62104
86354,65728
86374,13134
86381,37896
86408,65290
86414,26176
86416,49692
86427,56241
86431,48825
86432,5532
86435,5997
86438,6737
86449,3678
86456,51639
86473,33270
86474,89897
86476,63157
86487,18299
86492,5771
86507,59389
86511,10886
86520,7920
86559,92436
86563,2513
86564,62867
86579,9008
86584,64965
86591,9218
86597,15366
86614,67619
86652,47625
86655,37956
86681,71929
86690,13929
86694,59715
86722,78568
86723,75601
86731,48064
86735,40897
86783,13669
86791,27369
86806,63953
86830,92273
86852,658
86861,29247
86862,34179
86874,78712
86878,78521
86880,23046
86884,41766
86890,76061
86898,15118
86917,90224
86924,66590
86927,65732
86929,57762
86948,86798
86950,16755
86987,12921
87033,74097
87034,94629
87037,16229
87038,73480
87042,95780
87045,14722
87057,67894
87060,37073
87062,68606
87072,84634
87094,34942
87111,95614
87115,48975
87126,937
87150,2241
87161,20425
87172,48503
87173,99696
87188,81217
87191,82177
87208,17192
87223,99294
87235,73772
87237,29269
87245,45991
87263,50220
87267,32036
87284,63974
87293,11210
87307,21488
87318,53043
87320,8464
87371,11100
87381,18760
87385,49801
87394,17239
87399,91303
87417,374
87420,18065
87427,7074
87439,48635
87447,65240
87455,93216
87462,41457
87473,13179
87477,43410
87491,92533
87505,5897
87508,67672
87550,81164
87552,69944
87565,32858
87570,83726
87578,26931
87584,18789
87613,35237
87616,368
87654,75224
87681,52997
87686,59816
87693,73264
87698,40872
87725,90654
87727,38200
87729,20835
87734,47548
87766,7528
87772,18649
87780,26761
87785,96791
87800,69175
87802,16116
87803,77862
87853,28081
87859,6431
87882,1899
87889,31686
87895,46965
87909,33342
87936,38413
87938,77025
87945,47792
87946,82208
87953,53273
87978,66455
87993,20767
88003,95257
88007,30432
88012,25387
88013,68041
88027,10793
88031,38368
88037,78783
88055,84331
88061,19473
88083,38356
88110,3421
88122,16316
88139,89565
88140,91401
88143,94937
88168,97707
88169,69256
88185,89115
88200,16373
88206,94266
88228,80127
88229,96062
88230,84824
88233,18647
88235,86297
88236,82153
88249,7873
88265,66159
88267,13755
88304,758
88305,59031
88340,20126
88369,27201
88373,24173
88375,15551
88414,37709
88424,96483
88440,44095
88446,62295
88455,31686
88476,52128
88479,45100
88524,90171
88533,25502
88535,11553
88537,15031
88544,43512
88567,73095
88581,27535
88583,51227
88592,5820
88601,32166
88617,29220
88626,7008
88636,83152
88640,96673
88663,60579
88666,67812
88694,33150
88697,16403
88699,1864
88700,40053
88738,79545
88746,91566
88749,8953
88754,46517
88755,64532
88758,72981
88766,35064
88778,51604
88780,93572
88783,30207
88785,30891
88786,89997
88802,61340
88834,24321
88876,24151
88877,54749
88882,15999
88905,94310
88910,56646
88918,33013
88919,3022
88943,7289
88954,17
88964,38831
88980,26834
88981,11357
88988,31049
88993,33905
88996,71701
89000,17684
89002,74729
89023,75705
89027,26818
89034,99853
89038,96419
89041,43094
89042,62904
89049,28864
89072,26570
89082,75397
89091,73477
89110,96152
89130,35982
89138,35023
89144,72683
89153,67589
89190,78017
89193,18738
89198,90369
89207,90187
89209,37310
89226,80059
89231,19374
89238,82201
89249,41746
89260,34051
89274,85357
89288,17470
89296,70332
89301,3452
89332,85192
89334,68603
89335,52844
89345,94980
89349,3030
89364,9275
89367,16094
89370,85965
89376,69993
89386,73275
89387,84191
89399,71961
89404,53653
89406,13605
89416,69932
89420,33930
89438,78997
89440,74453
89447,88603
89453,9998
89458,84692
89460,40319
89472,16197
89479,86819
89481,4806
89488,63336
89490,62382
89493,42342
89495,74373
89499,64154
89504,93487
89518,7877
89519,75983
89524,85069
89551,1765
89571,72883
89578,27304
89581,98005
89588,22324
89594,34302
89608,70140
89636,26770
89659,97982
89662,31821
89673,6425
89674,65028
89691,52338
89697,91348
89747,5860
89752,89625
89779,90868
89781,91547
89782,24543
89786,3956
89792,53437
89798,55851
89803,67620
89813,1413
89817,29431
89829,23590
89833,97047
89836,35959
89845,88327
89852,55425
89911,43669
89920,85769
89928,63337
89949,9020
89983,40299
89992,47335
90010,37091
90022,70767
90031,3983
90048,78081
90076,52900
90079,19557
90083,11889
90084,70196
90085,58317
90111,29418
90112,62878
90116,48554
90129,55055
90162,98657
90180,51724
90192,28916
90210,65525
90212,20878
90215,65060
90227,63516
90229,84452
90232,71618
90239,89321
90245,74364
90261,53565
90268,81872
90279,96623
90283,69164
90294,70218
90297,44976
90302,38562
90306,64834
90332,22048
90388,42987
90398,51955
90399,55878
90404,68232
90407,94134
90423,98280
90432,14799
90441,44281
90443,61095
90450,58175
90460,35359
90463,55427
90477,17538
90484,32135
90486,43036
90493,91556
90496,88671
90501,60880
90505,65943
90510,92696
90528,62266
90533,78163
90572,64810
90578,11534
90596,46095
90598,98010
90611,96453
90614,34068
90629,54014
90637,46972
90640,56330
90642,24703
90654,12888
90665,24162
90667,85907
90671,88801
90673,40713
90687,27311
90713,47172
90719,22262
90726,26217
90730,47227
90753,68544
90755,18157
90765,36325
90768,30544
90786,64746
90794,90637
90798,89074
90819,62915
90852,36034
90869,58479
90879,2358
90888,19475
90891,92009
90896,56358
90911,8634
90919,22365
90924,88785
90950,60621
90958,21983
90967,7333
90969,8491
90979,42822
90982,91449
90987,93764
91008,82388
91010,77034
91030,77197
91042,76227
91048,12993
91062,58194
91064,6790
91083,97022
91103,26122
91120,84932
91121,48486
91123,20771
91130,63655
91164,530
91165,84210
91167,63806
91181,11988
91182,18723
91191,78433
91192,27320
91200,13534
91201,74427
91205,50977
91208,84527
91233,12761
91245,56720
91259,60752
91270,17640
91272,3912
91277,1233
91281,49017
91285,10540
91290,87234
91294,49963
91295,55531
91296,83237
91297,23271
91299,91106
91304,33273
91305,55105
91306,6893
91307,16279
91311,48924
91312,30319
91315,89255
91318,6965
91335,81715
91346,31546
91351,17754
91376,33764
91385,44477
91387,27421
91394,54965
91425,19215
91445,12080
91472,11739
91488,86423
91490,74225
91504,7487
91514,1516
91528,46661
91566,70275
91580,44995
91594,60257
91596,34693
91601,71739
91629,95375
91636,81077
91652,11182
91653,3000
91659,82971
91670,56478
91677,49249
91706,11354
91709,5067
91718,91792
91720,50392
91727,59588
91733,95827
91748,23241
91752,78268
91792,93973
91798,14792
91816,87579
91822,20858
91830,45540
91837,14457
91840,55390
91858,21226
91859,21859
91869,24013
91881,58989
91888,76509
91889,62307
91890,84250
91913,7320
91919,46598
91932,36468
91938,63392
91969,75955
91979,46352
91982,53755
91987,72803
92012,42250
92049,67633
92055,59045
92057,87077
92058,45608
92069,96210
92070,92371
92071,77821
92083,30548
92084,15200
92091,2803
92113,13365
92115,34671
92117,59623
92120,21930
92128,37298
92136,79952
92137,30165
92149,72515
92150,63016
92154,67585
92184,1423
92188,91128
92196,82570
92199,60541
92220,5462
92221,49030
92226,30452
92230,24165
92240,30458
92266,83059
92278,15991
92279,43137
92297,27665
92299,31231
92311,21091
92327,84305
92331,58374
92340,47227
92354,66418
92367,71394
92386,22960
92416,5076
92421,15373
92434,81377
92439,44874
92440,60138
92449,23772
92459,81038
92467,71110
92475,30151
92484,6105
92495,23011
92510,50518
92517,51082
92518,94658
92521,26091
92530,10909
92556,21346
92579,35491
92588,90007
92589,76801
92591,44098
92630,56218
92653,26105
92671,88019
92678,24518
92683,27445
92703,31378
92709,58739
92721,19543
92722,76583
92726,33499
92734,75416
92735,73514
92742,53889
92755,14258
92770,16834
92772,69697
92789,50317
92799,13108
92806,26866
92807,74327
92819,71175
92820,22854
92824,87209
92825,12306
92829,35869
92831,76425
92850,28453
92851,63637
92855,86163
92866,67368
92873,19146
92892,25359
92894,15820
92895,59027
92905,28605
92908,30896
92918,32568
92924,19350
92956,88306
92965,71590
92972,94637
92982,30636
92988,51059
92991,65017
93051,53980
93070,90680
93075,67549
93089,42353
93090,96556
93100,76733
93111,24856
93117,21583
93139,30277
93142,7500
93150,57977
93182,8351
93200,40230
93204,69476
93207,44501
93213,92977
93224,94035
93226,13316
93235,19212
93243,4209
93244,23293
93260,47166
93278,4295
93299,30364
93312,6001
93315,48747
93321,75497
93331,2727
93333,8507
93350,17487
93352,83390
93420,92646
93449,53242
93451,19177
93460,94583
93473,21352
93503,43515
93505,55240
93507,25545
93523,60793
93536,40355
93546,7580
93553,63770
93576,22600
93584,14142
93591,24209
93598,30948
93610,32242
93632,53776
93649,6400
93662,30802
93692,19510
93694,36015
93724,33017
93728,35618
93736,85408
93739,26083
93758,25919
93761,96354
93763,40881
93782,78279
93784,92033
93826,16248
93844,56901
93881,66164
93882,20106
93904,4082
93914,38495
93919,32569
93925,24698
93940,96548
93942,15089
93975,34150
93981,98476
94008,15939
94015,19068
94022,49533
94033,93518
94060,52173
94062,69899
94069,52027
94071,76650
94072,813
94096,80644
94106,96858
94115,44630
94136,1803
94148,88855
94165,50551
94168,58578
94180,65457
94183,91131
94191,8277
94211,63127
94225,25376
94236,29829
94238,99365
94251,74963
94256,32220
94262,5723
94264,62802
94285,54365
94287,93938
94303,56433
94313,5337
94317,41796
94325,14318
94329,85246
94344,3948
94347,63077
94365,9935
94380,22056
94382,85052
94387,91011
94394,91386
94412,31227
94414,40876
94426,88450
94432,40808
94455,10780
94458,11942
94462,38699
94472,76200
94475,42732
94476,85214
94481,51952
94485,65833
94497,19824
94504,87326
94506,14138
94542,53362
94555,32455
94564,76127
94565,87359
94566,86373
94569,26953
94588,66143
94603,88144
94661,32251
94663,11990
94666,76868
94672,89108
94675,83645
94692,36287
94707,9800
94711,27277
94713,21540
94719,36891
94720,36879
94738,40946
94745,60408
94750,58746
94759,53641
94765,92722
94772,29070
94782,86676
94792,34323
94807,65893
94809,14704
94811,5660
94830,24099
94833,35383
94840,56161
94872,49014
94874,27707
94916,80224
94926,40121
94954,67782
94959,90460
94974,65796
94982,44663
94987,60699
94990,51062
94992,92351
94995,73444
94999,20481
95004,50586
95015,76420
95018,40140
95032,19934
95036,53296
95053,39802
95054,37518
95060,11394
95062,7822
95074,65042
95082,99671
95087,14043
95100,2994
95120,37858
95129,57357
95139,42141
95140,6265
95148,53072
95155,70198
95159,62969
95165,96808
95176,95314
95201,45612
95208,93715
95209,81434
95218,1277
95222,31699
95226,57949
95227,82393
95236,45188
95279,90406
95281,62801
95287,28744
95298,68493
95318,45625
95329,97460
95354,42378
95355,30703
95365,79487
95381,61202
95387,25875
95393,35447
95401,97765
95407,99476
95412,11
95438,81252
95446,75573
95453,3056
95489,24579
95502,68017
95503,33621
95508,91859
95515,66193
95519,14970
95528,58091
95531,27455
95538,67270
95550,77502
95555,37539
95574,42540
95579,28971
95581,87162
95584,7206
95595,5159
95600,47659
95617,7590
95619,91503
95621,62057
95628,14806
95636,49430
95668,45531
95683,70911
95691,15551
95692,83724
95693,94620
95709,52392
95716,54561
95731,30643
95750,16894
95753,1440
95768,89859
95771,60579
95772,44185
95776,93903
95781,80954
95800,48809
95822,22640
95827,76280
95828,38799
95830,53200
95843,59613
95845,70564
95895,56315
95898,35727
95903,45703
95917,48370
95921,38378
95947,85748
95954,12973
95955,61455
95961,49823
95972,1263
95988,87799
95999,83445
96002,1519
96004,79052
96007,76340
96027,23245
96033,45591
96042,88162
96046,80411
96061,72706
96064,97603
96067,93090
96077,30254
96085,59583
96086,82790
96087,45171
96103,3348
96104,71332
96110,18673
96116,8229
96127,29584
96130,23971
96135,68397
96157,58763
96160,13198
96163,95769
96164,67492
96186,3643
96187,43859
96189,62581
96195,31556
96202,55814
96225,30950
96238,11708
96266,14210
96273,57259
96278,13074
96285,34420
96286,91556
96288,40363
96296,9852
96301,77347
96303,99318
96309,17635
96314,45291
96329,55722
96334,86010
96336,54082
96341,173
96357,7235
96360,86504
96374,71241
96375,80536
96385,23882
96386,40102
96406,8367
96417,31056
96437,44669
96438,6702
96471,45501
96486,26208
96491,85241
96550,47424
96556,54687
96562,21074
96567,76168
96585,55464
96594,33013
96613,79569
96614,43618
96615,835
96625,20559
96647,79334
96650,7339
96652,10150
96672,16498
96677,84259
96681,1399
96688,20298
96697,30259
96723,56405
96731,1819
96750,31173
96754,83200
96768,93035
96772,31692
96779,27737
96787,69552
96822,17976
96823,59287
96828,3039
96839,76383
96844,7679
96875,32564
96881,86264
96926,96411
96929,76177
96938,67382
96942,27437
96953,97280
96963,53654
96972,74232
96984,53642
96987,78196
96994,14498
97002,87398
97012,86865
97026,65174
97031,64146
97042,43081
97049,32670
97066,1335
97069,27116
97076,88411
97077,28019
97086,30379
97090,45245
97097,32697
97098,99992
97102,84089
97109,7033
97128,54215
97144,58908
97150,39975
97153,14758
97164,79092
97178,94584
97192,50949
97194,15939
97204,21434
97207,2008
97209,97153
97211,33020
97219,73177
97255,2048
97271,50035
97272,57856
97278,96734
97282,14685
97312,13269
97317,44592
97325,55053
97347,11102
97348,34166
97350,37181
97351,48261
97360,4361
97364,67167
97383,33070
97388,679
97389,97080
97395,11613
97422,38916
97431,60678
97444,75047
97451,80127
97454,61501
97469,53882
97471,206
97480,90285
97493,72721
97506,97403
97514,98595
97546,90854
97555,24706
97595,60506
97598,13435
97605,79636
97632,83576
97639,24461
97647,67215
97655,50301
97656,56736
97657,82588
97658,8782
97661,9789
97664,92768
97668,71489
97678,77777
97733,50117
97752,16208
97759,45225
97763,91529
97780,15508
97797,42045
97815,69858
97819,54934
97824,20469
97829,56906
97862,56459
97864,23641
97882,57919
97884,55560
97889,5307
97894,17855
97945,62744
97963,19029
97993,93410
97998,86715
98029,39452
98041,57898
98061,83229
98070,31615
98096,65450
98113,84427
98128,96415
98147,24851
98163,26795
98167,63051
98171,91335
98175,97412
98177,77576
98178,74190
98200,18479
98209,15247
98217,67677
98242,42111
98244,27084
98254,7289
98262,70307
98267,38243
98278,84553
98287,18978
98295,87258
98298,1800
98305,15367
98307,97990
98334,91915
98335,72119
98338,36796
98340,90047
98343,30003
98350,32932
98356,83995
98360,23253
98370,37733
98385,58524
98393,98977
98398,54582
98409,41682
