E_A,B_D
73878,37608
73879,28054
73896,43469
73903,26173
73925,58770
73942,95288
73947,21940
73954,83991
73958,33197
73967,71364
73969,35645
73970,19704
73974,64756
73978,47552
73987,53473
73989,31012
73994,26053
74005,52690
74056,33863
74057,34823
74066,28252
74071,23065
74079,73910
74091,79739
74123,91810
74129,113611
74143,70772
74145,74374
74153,80175
74155,9768
74164,51095
74173,99810
74179,90248
74181,84025
74193,19146
74217,31389
74221,14622
74237,42025
74261,22347
74265,121037
74306,141029
74324,70435
74338,37636
74365,71470
74384,68976
74387,73117
74393,69688
74421,33349
74433,23994
74437,54156
74440,64453
74450,59669
74452,37700
74463,78774
74467,61205
74480,57723
74505,74415
74506,3251
74511,19750
74521,35636
74531,83558
74538,82327
74547,58415
74552,47254
74554,9436
74562,98762
74565,29047
74591,92146
74597,31292
74606,58449
74622,74621
74642,60553
74643,73030
74658,86954
74659,74113
74684,20986
74695,1686
74704,57028
74715,9194
74717,64305
74732,3660
74759,60229
74762,7385
74766,32103
74773,99353
74819,61299
74831,26864
74896,94702
74900,80983
74902,33266
74933,45269
74941,30962
74947,37140
74952,26639
74962,21268
74965,73960
74968,74
74979,56721
75045,67020
75069,32505
75080,107278
75081,55398
75093,65437
75102,17586
75105,38227
75122,30931
75129,87220
75131,91167
75139,42587
75168,90274
75176,93227
75181,95370
75189,38519
75191,95755
75235,79172
75251,37258
75257,75594
75286,56497
75292,97384
75294,47802
75296,124933
75299,81933
75312,95115
75326,97698
75336,86797
75337,83742
75342,1296
75386,80177
75388,98675
75392,55053
75396,28062
75408,54315
75411,77189
75412,84535
75442,33088
75448,94407
75449,85222
75451,46449
75454,15062
75464,37294
75465,67063
75470,67029
75471,92814
75478,6717
75495,47636
75502,28153
75507,51884
75522,64041
75529,4747
75530,55602
75539,60749
75542,96161
75543,10922
75557,558
75563,8454
75570,92490
75574,65307
75589,5704
75612,88394
75652,93335
75656,94149
75666,36135
75707,55440
75714,46864
75728,9705
75753,85540
75759,88852
75780,5645
75794,4075
75822,133071
75830,91989
75835,26340
75842,50199
75844,26081
75853,9586
75859,14119
75876,86622
75878,18070
75886,93556
75896,14994
75898,6578
75909,52292
75916,95739
75936,27238
75937,84052
75938,24616
75947,48311
75954,84047
75984,51187
75988,27030
76036,32343
76079,6422
76082,48178
76092,53071
76093,20326
76096,19609
76109,16839
76117,11211
76124,29252
76126,61379
76142,56288
76146,3790
76165,94863
76172,63178
76185,68450
76197,29588
76216,53908
76233,9321
76246,50768
76261,19994
76265,73026
76297,6809
76313,79473
76320,19660
76323,37602
76330,59809
76345,47271
76349,25477
76354,5734
76355,23974
76373,79097
76377,28568
76380,84854
76383,86358
76386,82116
76395,149901
76399,91948
76414,98959
76417,72683
76425,51792
76433,58547
76442,26582
76453,27158
76467,90259
76472,76076
76507,82381
76520,81354
76526,89618
76538,73205
76549,84250
76554,11545
76563,15757
76590,69465
76597,80345
76607,14076
76618,165390
76622,52637
76651,16223
76652,85164
76655,68176
76658,7789
76666,73172
76683,81468
76688,35718
76689,51321
76696,17459
76702,64788
76709,72715
76719,4802
76732,932
76736,58845
76744,2728
76748,3890
76754,95391
76762,26929
76769,33642
76787,93948
76794,31828
76795,23332
76798,73769
76803,50702
76809,66721
76811,44391
76813,57568
76824,42964
76827,10844
76839,86868
76841,75535
76858,17475
76869,7836
76886,63829
76895,9551
76910,43624
76933,64219
76952,25731
76964,73734
76970,23851
76973,9185
76978,62682
76998,52938
77001,17740
77049,56731
77054,12457
77068,128732
77081,37641
77091,34437
77096,49478
77101,97620
77105,112143
77136,69287
77145,12454
77150,39791
77159,51963
77162,72487
77168,41156
77186,51803
77188,1625
77205,67364
77207,151833
77208,50517
77216,45114
77222,45161
77223,92510
77256,98549
77267,95099
77269,20202
77275,97603
77284,18592
77286,82297
77294,87685
77299,13160
77325,65015
77332,42648
77350,65503
77357,21277
77368,5269
77371,30542
77373,37035
77379,25908
77380,73564
77406,23288
77412,41418
77415,89212
77431,15700
77435,49125
77471,35621
77474,47659
77479,91528
77486,56986
77496,238
77512,50182
77521,98337
77530,42692
77559,276
77570,11949
77575,20801
77581,19190
77603,28418
77608,50413
77672,20877
77676,47023
77698,57971
77712,63874
77715,26734
77719,51991
77737,77755
77738,48493
77739,28049
77752,59048
77772,8011
77793,88964
77800,36705
77814,90941
77831,3416
77848,65409
77850,38269
77857,72643
77875,72671
77882,24922
77888,18373
77889,35161
77890,97022
77892,6586
77893,98274
77896,43915
77901,3918
77909,99770
77913,58123
77923,89216
77926,87903
77932,88128
77938,90845
77952,52869
77954,69794
77957,87979
77968,23140
77970,55192
77982,99816
77983,12853
77998,93259
78016,91657
78038,41327
78044,97761
78050,47978
78057,48938
78062,82300
78075,53078
78087,65522
78089,46780
78102,96923
78103,50306
78121,1022
78150,3237
78153,41876
78156,28045
78160,35428
78179,47005
78206,109995
78216,51803
78225,49216
78237,53693
78257,82968
78288,34270
78297,85583
78313,78078
78314,73918
78315,69903
78325,24506
78340,56832
78351,22834
78355,69468
78371,794
78373,193485
78401,90169
78406,3142
78427,129190
78434,58497
78438,9446
78447,72561
78457,83879
78458,83485
78468,13695
78487,56615
78496,8447
78507,89791
78518,36333
78538,59349
78555,81901
78569,73079
78572,83771
78576,51431
78577,20449
78578,68086
78581,76114
78627,70885
78630,44129
78633,96705
78636,41223
78642,78821
78644,29606
78654,12281
78659,75933
78664,82668
78670,88676
78675,99599
78690,7755
78737,51837
78747,19866
78757,70223
78761,72926
78768,925
78773,70578
78792,12313
78793,75896
78821,63003
78829,27310
78834,48014
78835,92340
78838,7425
78845,99748
78847,51398
78864,7191
78869,132599
78891,79585
78893,21685
78915,94676
78927,70701
78938,61569
78941,12129
78942,8980
78943,25680
78946,89873
78961,64247
78993,20879
78994,91444
79003,19480
79006,72873
79007,48838
79019,96041
79049,77123
79054,92590
79064,45356
79067,16360
79079,89347
79081,53192
79085,77115
79094,38835
79108,28872
79112,78492
79138,34739
79163,86503
79166,59010
79170,55306
79173,103901
79178,55599
79179,75101
79184,67121
79206,55863
79207,14701
79229,38515
79250,35022
79257,6726
79258,73233
79289,54908
79310,19551
79313,32409
79328,12647
79349,32383
79351,32436
79358,85839
79360,96448
79370,18551
79373,66268
79374,35250
79375,78364
79406,64082
79421,56304
79424,64510
79430,30256
79435,33611
79459,67912
79465,83334
79475,30263
79491,94183
79494,85252
79496,38705
79515,40948
79537,10505
79565,89449
79567,101253
79574,2790
79578,86518
79583,42772
79604,74775
79611,28699
79628,90425
79635,98999
79643,13774
79645,27115
79725,42742
79737,1870
79747,28440
79754,24934
79770,58768
79774,46913
79775,20918
79777,46874
79780,29677
79793,22518
79814,46966
79828,91816
79845,53721
79846,83529
79855,39413
79860,28413
79868,54115
79882,40944
79906,95769
79916,8587
79918,34749
79921,40908
79923,3661
79941,85582
79948,56515
79969,44881
79976,81993
80008,17029
80010,15435
80012,38614
80048,15070
80050,84989
80068,67890
80083,45036
80101,56812
80109,49603
80132,4549
80141,32111
80144,9415
80156,2760
80158,12905
80168,50249
80171,3441
80175,56646
80198,21627
80201,38807
80206,59389
80219,61673
80220,32385
80229,85953
80237,83323
80257,91402
80274,141109
80275,55796
80282,86867
80285,4993
80292,21388
80314,36083
80317,61831
80319,22860
80322,43563
80327,50422
80335,16461
80340,99486
80347,40060
80353,17284
80379,32573
80386,42726
80416,52045
80419,65690
80446,99489
80447,22582
80458,89450
80469,95380
80474,78478
80477,3049
80480,10255
80487,48281
80500,37402
80509,54515
80512,12878
80524,89159
80526,77234
80537,18962
80547,12447
80548,77296
80552,63048
80554,14972
80555,27388
80567,67995
80568,35497
80570,9569
80580,67754
80581,44743
80590,73766
80593,38951
80609,35744
80621,2825
80623,73896
80638,31160
80645,27189
80655,62572
80658,95185
80664,49765
80687,23178
80706,21665
80712,62663
80716,22158
80718,1526
80723,47795
80726,73125
80737,50571
80741,69226
80770,12261
80774,69526
80782,57968
80784,6555
80807,69529
80826,78510
80833,26654
80841,5848
80843,44120
80862,88905
80881,69093
80885,27770
80890,90755
80894,18975
80899,1354
80914,7852
80915,26140
80925,47593
80928,72158
80947,34949
80960,78635
80962,25177
80969,13525
80978,9425
81013,96197
81026,47179
81032,24466
81034,9588
81067,42690
81068,27569
81069,68266
81071,49229
81075,39046
81091,36852
81097,34637
81122,37762
81123,18710
81142,19175
81144,94449
81147,61259
81168,86810
81170,31450
81179,5480
81185,50965
81186,29568
81187,35769
81188,53514
81193,80700
81210,29304
81217,35614
81251,70009
81268,24513
81270,44863
81304,81268
81312,99248
81323,75770
81340,75273
81351,72789
81353,82606
81364,82460
81399,19740
81401,26484
81415,49481
81418,58525
81432,49469
81440,27219
81450,26815
81484,94520
81487,152391
81492,88118
81519,37255
81532,20706
81540,67908
81566,91047
81568,78839
81572,82046
81592,74218
81604,82467
81610,60676
81628,77412
81638,76538
81645,5364
81655,85566
81659,96819
81660,43797
81667,17960
81672,52143
81677,97134
81685,43572
81689,36530
81700,87830
81711,79851
81717,23787
81722,2408
81726,97652
81727,27278
81751,23122
81762,35266
81763,16655
81773,12642
81779,73888
81783,59314
81788,59236
81789,6650
81793,93933
81798,80808
81802,56543
81817,8895
81833,19195
81834,24711
81847,72713
81849,51242
81889,56489
81894,19047
81900,52571
81954,35331
81970,51228
81992,68813
82000,28387
82025,55733
82032,7529
82033,3382
82035,47997
82040,7879
82050,60192
82054,43390
82084,97963
82087,34797
82090,78590
82091,24913
82095,81791
82101,12447
82105,54583
82113,62252
82117,51535
82131,37385
82136,82975
82146,135353
82154,97614
82158,21312
82176,87502
82187,83351
82190,38096
82199,17733
82200,92939
82202,99899
82232,18045
82233,57469
82267,96815
82284,83556
82290,41625
82296,8338
82305,14810
82310,24347
82330,6317
82354,58187
82359,77099
82371,9634
82382,6400
82384,91053
82399,6044
82419,93980
82433,69507
82435,96745
82445,79446
82456,64995
82487,85938
82491,99751
82495,37205
82506,193
82512,6830
82527,82674
82529,7117
82533,1698
82542,23445
82557,16092
82579,51561
82591,62235
82627,85112
82634,54433
82635,55188
82640,44868
82654,43964
82664,25260
82666,61123
82706,34169
82709,3543
82713,71355
82715,30526
82720,14881
82724,27129
82731,76083
82746,14182
82778,136963
82791,17949
82799,51997
82800,57294
82804,75263
82813,51207
82816,28406
82823,74758
82825,38350
82837,99907
82839,80388
82872,82279
82897,31368
82907,52933
82910,34768
82921,91246
82926,19975
82949,84729
82975,20035
82988,73227
82995,3568
83019,7937
83025,2445
83030,67162
83035,22939
83056,33973
83083,40401
83085,98402
83087,3156
83103,72658
83114,82177
83117,44901
83124,75464
83151,29239
83153,21187
83170,1013
83195,9391
83204,8835
83214,30551
83228,64773
83229,44753
83231,77261
83235,2675
83237,65754
83244,11426
83249,66124
83271,28787
83279,41652
83293,7121
83301,49772
83303,21107
83313,64226
83315,5959
83323,11007
83326,22439
83333,57339
83338,85333
83354,69905
83361,48258
83366,94097
83370,60004
83374,37309
83384,51170
83389,32307
83400,6144
83409,83448
83416,74670
83448,11479
83469,57535
83470,56486
83481,53136
83491,81355
83502,14094
83521,16483
83522,49550
83531,3507
83565,44470
83571,48957
83573,35401
83582,48245
83640,50469
83655,81138
83657,68522
83658,74703
83690,14670
83698,98430
83708,119247
83710,49948
83712,90335
83737,12694
83745,25788
83756,90032
83774,101707
83778,74511
83781,64299
83782,83462
83817,46287
83842,57070
83843,99600
83845,79084
83848,90012
83881,94903
83902,24163
83912,6058
83966,22393
84006,45269
84040,66124
84061,89812
84064,83332
84086,58193
84100,76243
84105,43585
84132,80053
84146,57690
84163,94455
84174,23155
84185,51189
84195,29336
84201,43691
84211,95484
84212,88130
84234,47350
84236,85848
84239,98996
84296,58586
84301,71638
84302,33826
84304,4756
84316,77195
84325,652
84332,99467
84337,96770
84360,55157
84384,17377
84391,94491
84445,74578
84473,56192
84477,70379
84481,59506
84495,46128
84515,28208
84516,62735
84533,33503
84578,85351
84592,97006
84612,127700
84628,82297
84634,40808
84639,99187
84643,46382
84646,68956
84649,24450
84650,19445
84657,80903
84660,103604
84661,19039
84666,63819
84668,22456
84669,19207
84683,132219
84689,37826
84701,82542
84708,90350
84710,94262
84732,59199
84737,33178
84743,32649
84752,35488
84753,72827
84782,45091
84803,85188
84809,53519
84814,49253
84831,23020
84841,59362
84848,21307
84867,36603
84919,17513
84929,46544
84931,88255
84937,91683
84960,42653
84985,3287
84989,81556
84991,89153
84999,7323
85007,77381
85017,59192
85019,49015
85022,15158
85023,39575
85033,66411
85034,90632
85054,65523
85090,61608
85100,82480
85142,11904
85148,54152
85159,42147
85166,83251
85185,33586
85188,23575
85220,58762
85221,85861
85222,83835
85240,2686
85249,88958
85291,66664
85292,28748
85301,20015
85314,3022
85320,20195
85329,43245
85344,58921
85367,96858
85385,90640
85389,32894
85390,17759
85401,94341
85407,79780
85427,34963
85430,64982
85440,37243
85448,97669
85450,1858
85451,66946
85456,13550
85471,13320
85488,77357
85512,49629
85514,40776
85523,26148
85533,58046
85553,84086
85558,61145
85559,26301
85581,47734
85584,81321
85597,29854
85603,56018
85607,45678
85608,48050
85615,62803
85616,56640
85617,6406
85664,85907
85672,32146
85674,10167
85676,75100
85699,110201
85702,54526
85713,99709
85725,62736
85730,816
85736,52004
85743,39095
85758,39002
85765,23529
85771,133076
85773,12135
85774,3077
85777,47213
85804,50822
85805,124258
85828,17031
85838,14895
85849,54736
85850,29993
85858,31274
85910,38737
85912,3036
85924,92457
85942,7979
85945,89524
85951,96467
85959,36774
85964,75072
85976,30976
85997,26225
86004,46162
86016,67223
86022,33334
86024,21938
86029,43691
86032,43933
86040,69819
86067,60456
86076,75952
86089,27033
86097,34690
86100,98740
86119,6303
86123,1483
86137,20127
86151,39189
86168,86678
86176,79549
86194,89463
86214,27580
86229,37239
86255,97609
86263,40312
86301,25612
86307,42933
86317,77798
86323,31430
86336,41665
86345,19334
86386,6649
86399,69104
86405,10052
86418,85463
86431,54859
86433,25158
86436,48072
86437,44555
86467,15898
86484,86624
86488,75097
86523,72841
86534,73895
86547,89748
86552,21283
86574,117412
86579,83058
86588,62445
86593,47844
86597,65214
86610,18133
86615,58728
86644,90162
86674,115060
86685,6034
86693,13209
86694,8696
86697,48321
86704,81470
86713,66482
86719,65561
86723,29749
86730,73389
86747,12724
86762,87988
86772,74483
86779,96884
86782,22411
86786,49653
86787,58171
86789,52508
86792,66933
86796,68169
86797,60701
86808,131406
86810,44585
86811,91744
86826,73472
86833,66634
86844,75070
86853,43102
86870,28666
86876,32717
86893,55404
86895,7645
86910,38566
86937,84884
86949,3107
86952,61900
86966,30691
86982,30425
87001,76568
87002,47929
87003,56273
87009,62608
87018,43932
87057,18074
87080,152514
87082,78954
87121,74331
87133,24202
87146,56087
87147,25404
87149,81036
87154,51043
87162,50571
87180,67244
87181,73495
87186,81828
87203,85421
87205,52084
87206,7908
87208,68218
87213,83954
87217,70275
87222,98663
87243,41031
87262,56341
87276,65281
87294,99576
87351,17485
87376,16331
87392,74453
87393,55883
87394,80620
87422,20098
87430,68920
87431,99321
87434,16929
87440,94696
87478,29578
87492,54501
87525,88606
87526,26431
87530,136286
87554,64393
87557,32920
87559,59167
87571,59939
87577,76429
87591,80466
87611,98394
87617,20438
87620,91364
87643,87017
87650,11402
87651,7534
87653,88049
87664,55764
87676,15773
87691,10768
87697,39484
87701,49664
87723,44261
87753,47933
87772,79945
87777,20889
87805,75377
87808,97686
87820,24249
87826,54724
87836,54270
87839,30947
87843,42219
87846,66328
87855,27709
87870,52756
87877,22458
87879,6295
87887,53130
87891,46600
87901,65746
87907,65644
87914,46572
87921,13934
87928,28848
87970,36952
87999,46480
88002,76072
88008,58244
88022,95188
88028,69547
88029,155248
88039,9294
88055,35800
88057,89110
88072,25578
88081,101052
88089,75830
88111,12900
88122,63727
88127,56367
88138,70554
88148,66341
88151,55829
88162,76
88169,31519
88184,48045
88190,33965
88199,15596
88205,73647
88208,18075
88223,55289
88225,183572
88234,41478
88257,33524
88267,88774
88286,87495
88292,22042
88294,22791
88299,8275
88304,63987
88307,24245
88323,25116
88338,33718
88358,65025
88371,17306
88378,24332
88410,25717
88431,56040
88434,7975
88440,81314
88444,22892
88445,59124
88452,26974
88473,82649
88488,56433
88491,44048
88496,30872
88505,119733
88509,88194
88514,13582
88533,91735
88536,4548
88537,12879
88543,82546
88548,37179
88568,32674
88576,20465
88584,62397
88591,151782
88594,5537
88613,21583
88622,55485
88627,34007
88631,45981
88632,33555
88644,61667
88680,77177
88683,37230
88685,5249
88688,34651
88692,30578
88708,92640
88712,18923
88727,54968
88739,57648
88744,84503
88749,27605
88751,16933
88804,4136
88809,41169
88815,86559
88830,71852
88836,94434
88844,69113
88860,152253
88862,48937
88897,13630
88903,90448
88909,37211
88914,70281
88920,63280
88938,82794
88955,71241
88964,51547
88991,65383
88996,74657
88998,34062
89002,1375
89033,35942
89051,25736
89055,93931
89063,80813
89077,9873
89091,2406
89094,23322
89099,92431
89106,64603
89113,47883
89123,33844
89128,93865
89138,37549
89146,92931
89148,41016
89180,70864
89197,75962
89200,46615
89201,15579
89204,91451
89205,69739
89206,9900
89208,7197
89256,47411
89259,82648
89271,22851
89277,85026
89291,71250
89301,42101
89307,13997
89309,1240
89317,30762
89340,41799
89345,82935
89347,87897
89348,108692
89359,26548
89363,77336
89369,29106
89379,89242
89394,49195
89419,35325
89433,24084
89451,19675
89460,1386
89461,22918
89478,95452
89479,98535
89480,6534
89492,18490
89497,23346
89512,54482
89514,44004
89519,39048
89522,77541
89526,1773
89527,17076
89552,66133
89556,41841
89560,75451
89581,80585
89611,52433
89617,67346
89631,10247
89635,33525
89657,94650
89662,82149
89666,6184
89696,27768
89697,60296
89706,31345
89708,21597
89714,46436
89716,84633
89717,53839
89725,21471
89733,11467
89743,89752
89750,79862
89755,91546
89759,8337
89762,35463
89836,148557
89840,59363
89851,92007
89863,94725
89869,8722
89880,77437
89892,88354
89934,25798
89942,70691
89949,58717
89964,91997
89967,43130
89992,41855
89995,85817
89996,67332
90009,49177
90034,98291
90046,32626
90052,15733
90071,69912
90075,67261
90076,34846
90089,40765
90096,72188
90102,43416
90105,64865
90114,50182
90127,6049
90132,49475
90190,99356
90205,40644
90207,58110
90208,96120
90210,55325
90220,90549
90225,87299
90226,81992
90232,70831
90233,14798
90236,29503
90238,60285
90239,56241
90242,79478
90243,55902
90284,48353
90299,72206
90301,42351
90305,30462
90319,33929
90326,79728
90330,84186
90332,54790
90352,63642
90364,36770
90377,28289
90384,38699
90386,37076
90393,22878
90399,13552
90411,58783
90446,539
90447,12747
90450,11473
90458,19065
90465,18496
90470,161301
90485,56569
90498,33605
90502,24242
90510,20898
90520,96894
90531,34341
90540,52717
90559,47153
90561,11856
90579,79164
90581,82427
90583,38637
90603,36532
90610,81571
90631,14105
90637,30057
90650,99030
90694,114072
90695,53264
90696,32889
90701,83846
90704,60231
90711,96710
90733,71840
90746,10706
90755,64905
90766,15072
90776,60809
90787,89344
90796,79278
90807,17065
90815,66793
90833,139821
90837,23092
90840,17916
90857,40841
90861,5015
90883,125247
90900,76520
90906,82503
90924,24675
90939,45472
90959,9137
90962,46201
90966,10536
90983,175588
90985,44559
90996,7747
91005,88664
91006,44742
91025,49462
91041,97336
91059,59291
91065,90656
91068,58080
91075,111241
91082,96360
91083,97046
91089,70874
91096,48702
91103,68602
91116,47693
91118,85820
91156,39619
91164,39776
91173,38345
91184,75490
91185,141417
91187,11521
91210,42528
91225,65632
91230,66320
91249,73495
91259,83941
91266,30849
91275,53807
91317,67930
91352,73885
91373,25199
91375,86772
91377,30197
91398,75832
91406,89273
91408,6970
91415,26915
91420,98564
91432,33450
91450,25877
91474,20210
91482,89174
91486,3798
91515,2498
91519,33799
91533,77247
91536,21626
91540,71645
91562,82440
91574,76669
91579,90768
91614,89362
91617,565
91627,49045
91645,14201
91652,68091
91677,96644
91687,66449
91690,92395
91691,95313
91692,12883
91701,11547
91705,63379
91711,85469
91712,77496
91718,23925
91732,43690
91741,122595
91774,22787
91776,15714
91785,30124
91791,46386
91800,31522
91802,68091
91807,18656
91834,78040
91845,72398
91850,16347
91856,87560
91866,18114
91886,53637
91909,13271
91912,7287
91927,48812
91950,11797
91962,84076
91967,83939
91969,42636
91975,34484
91986,87246
91992,93965
91996,31350
92028,41531
92033,90910
92034,24413
92035,86263
92038,90349
92040,89964
92051,32255
92064,8947
92088,45807
92089,55761
92090,24908
92095,30086
92109,12104
92123,9017
92130,31382
92131,21155
92140,58147
92141,92188
92142,33158
92163,95920
92196,77531
92225,40369
92228,79197
92231,21758
92247,24332
92256,59400
92263,92724
92264,61913
92271,86934
92276,65403
92277,80368
92327,24292
92331,54211
92344,49465
92346,73063
92353,56142
92358,81827
92370,166786
92371,58519
92378,48987
92379,98981
92380,36221
92390,87515
92429,76722
92441,94458
92461,99906
92469,30971
92484,32344
92518,67627
92520,99150
92523,33499
92555,83461
92561,8468
92567,35961
92575,23428
92578,87841
92591,86034
92598,84609
92612,46803
92630,55689
92642,7399
92655,85378
92669,52888
92673,64578
92693,198
92696,28021
92732,66973
92738,43484
92756,84342
92765,7596
92770,70946
92771,32897
92772,18550
92774,40102
92777,87193
92780,7766
92783,96673
92785,90047
92792,33428
92820,70321
92827,104485
92828,81575
92833,42103
92837,86564
92839,7973
92846,74868
92867,81678
92881,29196
92898,93882
92925,6539
92932,22723
92936,43642
92941,91153
92957,70751
92958,12474
92963,88232
92972,64763
92979,17279
92984,97980
93011,23986
93038,78048
93055,73845
93065,70128
93074,12924
93079,775
93080,29252
93105,46643
93110,24095
93130,3527
93140,80176
93142,28537
93155,46479
93157,9583
93159,90215
93160,3565
93169,69700
93174,62174
93192,96076
93196,67330
93217,40089
93220,95414
93223,37594
93224,29795
93245,53832
93253,77763
93268,80522
93272,1130
93273,787
93279,71205
93283,10750
93291,2565
93292,31517
93312,82630
93323,52142
93331,57409
93339,82379
93354,29937
93355,36886
93370,55851
93388,85073
93404,81546
93413,52851
93418,60546
93419,19251
93433,78750
93455,39439
93465,11018
93472,101767
93496,17970
93508,50383
93514,86347
93536,38882
93539,76618
93544,36326
93549,89051
93553,48707
93561,9683
93562,55878
93569,33807
93573,58341
93576,48274
93596,17783
93609,79203
93611,92559
93624,9591
93652,51294
93653,30224
93655,22528
93676,18842
93680,54608
93687,60971
93701,64520
93713,50667
93715,27075
93729,38771
93742,84023
93770,3480
93774,94986
93787,38399
93812,95737
93817,34247
93825,43541
93829,50194
93831,91852
93844,28718
93854,65298
93857,79228
93868,89690
93870,82750
93892,59554
93906,14307
93907,70513
93911,9656
93914,56437
93927,16718
93928,100407
93935,6218
93944,175534
93952,74972
93962,88628
93993,88747
94009,56359
94022,13550
94036,80804
94037,1750
94053,81978
94058,83989
94068,94151
94071,11669
94095,188921
94107,8642
94120,17865
94123,23415
94125,34745
94140,33474
94142,40530
94148,62562
94173,92454
94175,94236
94193,20368
94202,62329
94206,54710
94212,9858
94230,81357
94235,72948
94237,92148
94274,46554
94319,10102
94324,64506
94338,50796
94352,66500
94354,62666
94361,21171
94367,42081
94388,82692
94395,21937
94413,83309
94428,34333
94432,51551
94446,7788
94450,55415
94469,16801
94470,73061
94492,96152
94503,18275
94513,73853
94535,45778
94556,79902
94557,76094
94563,49253
94564,89886
94566,47415
94579,58652
94588,13794
94608,51234
94616,80183
94639,33538
94645,3972
94685,13771
94735,44387
94766,25478
94769,71752
94791,41034
94813,11449
94825,12457
94853,99024
94857,41537
94883,20240
94884,21586
94890,10240
94901,70566
94906,17128
94940,97427
94946,47625
94979,6915
94985,41752
94990,5055
95024,72477
95026,90845
95027,47059
95036,107034
95038,28492
95039,13183
95061,66791
95062,53492
95067,25264
95081,68984
95083,60312
95087,48155
95095,98661
95117,48821
95129,78260
95130,36678
95133,57977
95138,39235
95147,23793
95169,73611
95177,73698
95183,70983
95185,173791
95191,54562
95203,27434
95204,68315
95209,39343
95239,96079
95255,63484
95267,37764
95279,21849
95295,54834
95301,60042
95305,88954
95310,72254
95313,383
95314,36142
95315,40133
95318,94103
95320,84005
95323,2955
95326,20246
95348,19311
95351,24003
95360,18164
95363,78008
95369,36923
95371,71801
95374,45890
95379,70617
95397,96894
95419,79600
95439,95402
95447,1450
95449,75505
95461,1326
95464,58320
95478,152094
95491,27629
95532,108777
95546,42201
95574,80330
95599,34478
95601,42523
95612,99334
95632,21661
95634,90663
95643,65584
95645,18278
95646,151616
95650,138304
95662,7113
95670,26930
95671,71123
95680,95733
95686,41660
95687,83988
95708,19902
95723,53209
95736,42704
95749,63405
95769,90782
95774,43989
95806,91091
95828,19175
95837,99226
95848,52323
95867,20418
95872,11955
95878,40530
95907,17140
95930,44690
95933,33392
95944,13627
95950,15508
95957,63591
95964,76290
95969,81280
95970,21545
95981,86071
95991,65779
96005,60983
96006,30228
96007,53169
96013,76621
96028,88561
96038,98574
96053,44414
96055,53245
96077,26247
96086,2639
96092,17659
96104,16895
96105,61424
96109,3600
96112,41526
96119,62215
96130,7976
96131,18852
96136,94501
96140,27599
96150,63864
96151,59727
96154,70095
96171,28584
96172,162381
96187,43413
96203,55242
96205,9596
96206,57374
96214,35700
96216,82669
96223,80958
96228,48918
96253,32716
96270,76696
96281,84202
96289,35020
96293,53740
96306,92864
96310,57905
96318,82321
96321,340
96323,90692
96325,91790
96327,37352
96329,92866
96332,3553
96346,58584
96350,16462
96361,46225
96375,64223
96395,4455
96401,3621
96417,98891
96448,63042
96450,12719
96456,30725
96458,96728
96472,81766
96502,77936
96508,65941
96525,72710
96542,33563
96548,52929
96560,81140
96581,79379
96583,32259
96588,65309
96605,580
96616,14197
96627,31347
96628,60226
96631,36482
96637,55704
96652,87284
96670,29327
96674,30336
96680,82561
96683,31976
96688,73363
96692,22930
96701,961
96720,127353
96749,71914
96757,44345
96768,53429
96770,37345
96773,77534
96788,32015
96802,28836
96810,35018
96812,23252
96857,1476
96861,80468
96864,39580
96865,84943
96879,61697
96891,27974
96893,72920
96900,2487
96926,6096
96950,29732
96955,102007
96960,54355
96968,26849
96976,9330
96999,30420
97003,75357
97030,99793
97032,58630
97033,60240
97050,82400
97051,71089
97053,40191
97100,39993
97114,90379
97120,44804
97125,58006
97128,65703
97129,9168
97135,62686
97137,70430
97144,66048
97146,61963
97174,23748
97197,2490
97208,72034
97211,21734
97214,72722
97222,20815
97238,90427
97242,58205
97252,80054
97300,66378
97301,79899
97313,43108
97317,141542
97323,1006
97336,56731
97338,88508
97347,38400
97372,384
97375,90035
97381,74049
97391,65910
97406,28797
97416,28007
97425,44739
97437,7101
97455,35261
97459,24868
97466,99443
97470,51599
97473,12820
97474,49146
97501,52847
97502,73450
97513,73462
97519,90652
97520,50052
97522,168529
97524,14639
97541,19077
97542,48854
97547,16651
97577,92546
97590,94360
97596,97788
97601,79631
97604,39166
97616,70515
97627,38893
97647,31954
97654,90860
97658,36837
97667,56329
97678,39584
97684,92679
97701,23460
97713,90441
97716,65943
97719,85344
97721,34090
97722,23716
97725,32055
97735,75277
97741,17775
97745,63223
97752,34215
97754,23561
97759,35345
97760,142059
97776,19052
97795,38468
97801,14930
97824,58962
97858,39225
97870,6083
97878,83381
97891,8373
97895,49530
97909,54197
97926,123675
97928,11353
97930,50734
97978,28940
97984,1961
97986,10696
97993,39457
98020,96396
98028,61
98032,69411
98051,59729
98066,66986
98078,22028
98095,65745
98111,23242
98124,92350
98157,54014
98161,60813
98169,89809
98173,33635
98174,11143
98175,24066
98185,93999
98190,14139
98202,51469
98238,19665
98244,19350
98273,39061
98300,18789
98312,97040
98321,54390
98337,83362
98348,4946
98352,83405
98354,51237
98364,90432
98369,67582
98389,66816
98392,52474
98400,61115
98409,33743
98426,31514
98446,80065
98447,68643
98461,90959
98462,97284
98468,95011
98475,22772
98478,80796
98508,81641
98513,60376
98515,10985
98521,51978
98532,38701
