A_A,C_B
73699,58986
73700,98932
73715,98465
73721,90178
73724,85875
73728,54062
73729,70482
73736,34862
73738,87648
73743,96611
73755,17472
73760,5056
73793,9899
73802,15488
73806,66209
73825,9482
73827,30854
73830,94365
73837,53331
73850,89139
73853,42209
73854,54119
73878,16721
73886,96058
73890,88286
73898,85019
73908,83700
73940,84382
73941,47823
73954,57768
73955,47633
73956,1866
73986,14361
73991,26348
74025,37486
74038,52589
74071,60548
74074,50916
74090,65069
74111,6245
74112,88798
74120,53477
74136,15679
74139,31610
74153,89362
74175,42367
74201,25130
74208,33203
74216,73200
74234,98187
74245,86259
74252,82921
74272,58593
74276,27726
74279,15860
74286,28868
74293,65657
74294,43595
74318,27040
74320,16534
74322,69943
74326,17780
74327,59621
74359,53386
74365,35280
74377,76437
74381,63196
74383,32665
74398,88419
74421,2132
74430,66547
74431,38812
74432,40463
74465,57619
74482,29170
74489,9796
74491,12796
74495,13629
74496,64397
74503,52670
74556,88234
74573,19129
74592,2823
74603,24158
74610,65553
74631,3257
74636,78052
74643,97421
74673,79996
74674,62812
74677,77498
74695,97172
74704,75426
74712,24921
74717,21062
74723,59924
74736,37811
74738,86346
74745,686
74779,32177
74784,35290
74817,83508
74837,12410
74851,28720
74875,8221
74884,21144
74890,86595
74919,69226
74941,23858
74944,78511
74948,31620
74949,24305
74965,75871
74971,20671
74975,45584
74981,48192
74983,97136
74991,32397
75010,67552
75019,7875
75026,83750
75027,26257
75044,13274
75070,68629
75089,65245
75091,85435
75116,93925
75120,43282
75135,57249
75148,83787
75153,26989
75154,10644
75157,8822
75158,33143
75166,84355
75175,99781
75178,63280
75187,91950
75189,41076
75206,85894
75222,92448
75226,77874
75238,56976
75285,29795
75289,19046
75292,30971
75297,2483
75301,40530
75338,71584
75345,76770
75350,53643
75367,68498
75378,25855
75390,61034
75397,52775
75417,86207
75427,952
75434,53169
75437,55900
75454,32514
75462,97399
75463,60790
75471,31255
75479,98819
75480,29348
75483,37575
75495,88610
75511,91879
75531,39691
75539,95637
75552,33411
75559,58551
75564,59684
75590,60677
75591,38897
75652,42792
75655,59596
75656,84707
75677,55758
75693,74992
75694,49726
75717,88234
75749,81716
75773,66452
75796,5270
75803,33685
75828,46208
75847,45323
75858,4706
75861,80109
75866,28480
75880,51778
75881,9561
75891,26105
75892,66278
75904,65529
75908,72684
75916,77829
75929,42230
75941,74697
75978,78758
75987,24188
75993,49147
76001,26352
76016,46718
76023,55432
76036,55095
76038,82182
76041,87154
76045,54255
76050,43788
76055,93056
76063,98411
76064,54456
76071,57559
76075,81760
76084,47303
76090,84891
76092,76136
76096,99610
76111,68575
76112,30796
76122,20332
76137,31687
76141,52196
76149,21251
76150,10231
76151,53122
76159,7913
76176,33978
76179,84676
76181,227
76184,15410
76188,38019
76200,8867
76206,15315
76233,55916
76236,73686
76255,79293
76258,15438
76264,4969
76266,17375
76270,30572
76274,81118
76293,93214
76295,61257
76297,96170
76317,99348
76352,55355
76361,16186
76370,14749
76406,92190
76410,71085
76419,11663
76423,99155
76432,86388
76458,86307
76472,77961
76509,26959
76510,35047
76512,12629
76514,60225
76527,13920
76532,71974
76543,50930
76547,59065
76561,39492
76569,19348
76575,15926
76581,44177
76582,27249
76587,94951
76601,50378
76603,64364
76611,83514
76631,96171
76637,24369
76653,38465
76654,51185
76659,7693
76662,1427
76677,92287
76681,64531
76683,24560
76712,83794
76714,25722
76716,84098
76720,78579
76722,54495
76723,4436
76731,48965
76736,1984
76749,37925
76777,67431
76805,15541
76811,98180
76818,61894
76832,59052
76835,60121
76838,33263
76869,52465
76873,46624
76882,8292
76906,43482
76907,80639
76921,56535
76925,21493
76940,13434
76949,50546
76965,53906
76980,84719
76984,59616
76989,15317
76994,21391
77016,20807
77019,52075
77027,77696
77040,70367
77087,30561
77101,48667
77102,39683
77105,41908
77106,69491
77112,73045
77114,54312
77129,8716
77138,70819
77140,66882
77141,47304
77162,15478
77175,55857
77178,12325
77184,77214
77194,17779
77207,59368
77222,91329
77223,12782
77228,95074
77232,98941
77240,3549
77241,88985
77253,75388
77258,46819
77267,40855
77271,9890
77276,84705
77281,82115
77308,42874
77313,83140
77317,10300
77327,52108
77341,70098
77342,61426
77344,93975
77345,95611
77359,85899
77369,51111
77371,30370
77375,38505
77386,22191
77388,26234
77406,61320
77447,20558
77460,53997
77466,87097
77479,75013
77480,55278
77488,41721
77489,18323
77502,97957
77532,1512
77538,58733
77562,93368
77586,30725
77591,42970
77593,68668
77612,6800
77621,13969
77640,22816
77650,94127
77653,80504
77660,8713
77692,75998
77694,54009
77695,38655
77711,29732
77732,93493
77755,5642
77760,28268
77767,24972
77769,19605
77772,53116
77774,17979
77803,32757
77813,49868
77834,90508
77838,87903
77839,90312
77861,93767
77897,64047
77905,80810
77909,47622
77917,832
77936,32345
77944,16255
77946,80068
77959,87590
77979,18280
77981,25737
78002,99584
78005,63314
78015,63533
78030,89178
78037,48274
78044,68187
78045,70203
78054,43839
78061,22005
78073,34571
78076,19036
78084,12536
78104,15795
78118,40365
78128,53501
78142,15964
78151,2049
78152,47972
78190,61828
78191,28158
78202,71630
78205,35999
78207,16968
78243,80108
78245,76406
78250,55508
78256,36051
78262,96750
78264,70726
78275,27557
78293,3873
78334,55295
78336,19494
78346,34389
78349,39984
78358,49942
78366,68379
78374,30009
78397,11187
78399,15160
78409,51614
78428,43782
78473,25639
78478,36356
78482,5907
78491,27754
78503,69234
78517,57824
78521,58063
78544,98685
78552,63117
78573,27036
78600,39579
78642,88849
78665,75282
78689,58860
78690,66020
78704,36467
78719,40425
78725,23921
78729,12561
78742,75095
78749,59113
78752,82231
78754,80538
78759,86130
78760,12595
78778,79287
78779,9245
78789,96421
78802,61889
78806,60535
78809,93138
78810,11686
78812,47023
78827,89484
78855,46952
78856,41380
78864,642
78867,92772
78875,93272
78880,87375
78892,58028
78895,44973
78917,35874
78934,3642
78944,66071
78959,96266
78961,89115
78967,86593
78971,42230
78980,96668
78989,62630
79004,90354
79009,5432
79041,56646
79049,62909
79051,75494
79072,11134
79084,17030
79085,85591
79087,64149
79093,84376
79099,86325
79107,8919
79121,51907
79144,71959
79150,64303
79164,83931
79165,19441
79168,58819
79176,96858
79184,74281
79187,67945
79195,30827
79198,4137
79202,26
79203,81908
79225,90890
79231,90652
79252,57580
79254,39511
79256,42914
79266,13343
79271,1209
79272,55651
79278,35877
79282,71742
79288,39925
79295,32570
79311,22283
79320,92938
79328,56641
79329,87273
79336,28758
79340,79857
79347,4303
79353,35663
79354,76873
79358,81819
79371,29001
79387,8116
79394,23118
79412,36423
79414,88530
79418,99660
79421,33453
79425,2100
79443,34612
79449,27850
79452,44627
79455,99279
79474,16186
79478,28620
79489,52813
79498,89548
79517,36773
79518,47993
79530,93441
79537,11364
79538,62766
79545,89735
79566,92348
79568,69006
79570,28917
79576,96227
79582,27165
79592,29920
79594,61792
79596,52390
79600,64224
79615,20885
79616,21202
79631,48214
79636,49210
79652,20352
79654,98545
79669,76314
79676,79352
79690,29453
79698,6421
79720,53131
79724,46166
79727,42765
79730,63479
79751,9564
79755,59511
79757,84181
79783,12011
79788,49039
79790,36206
79796,72283
79797,57743
79802,42524
79819,29930
79875,59295
79877,69754
79880,73892
79881,77687
79886,79537
79896,61357
79903,1010
79932,31405
79933,17406
79984,65345
80000,3202
80005,69016
80006,92015
80015,87975
80030,65201
80032,94254
80035,19516
80043,48366
80057,1459
80078,75005
80090,98015
80093,88866
80099,12537
80122,85324
80133,54149
80134,91249
80185,30720
80201,24133
80225,71480
80230,63438
80234,43214
80259,82916
80273,16996
80283,69337
80285,94648
80297,91706
80298,86770
80308,60075
80310,28142
80314,16015
80320,70813
80330,69447
80335,33874
80339,95761
80340,83941
80346,48056
80349,21714
80351,98195
80354,44950
80368,56908
80379,13296
80381,36191
80382,33571
80383,32587
80391,1550
80403,25349
80409,14473
80411,64793
80438,64810
80446,22721
80452,45492
80466,60727
80492,44196
80506,53235
80511,92878
80573,24273
80574,88709
80585,25622
80591,60870
80592,70378
80596,7794
80623,40142
80639,17959
80648,99941
80663,69661
80707,85155
80736,46111
80742,24098
80761,76051
80773,17876
80774,92970
80776,31233
80779,96817
80784,92613
80786,54640
80798,10026
80820,31600
80823,31142
80836,25297
80870,18185
80872,89263
80906,35611
80918,41196
80934,51585
80938,3006
80957,49092
80961,81513
80963,83359
80988,53253
81009,10657
81022,64438
81035,97059
81045,88940
81055,21267
81060,20497
81069,60524
81078,40026
81083,83015
81111,30423
81131,81532
81134,50844
81140,95902
81151,16126
81159,29302
81166,71154
81168,85450
81178,89652
81187,17687
81193,36647
81213,13319
81245,93161
81279,71956
81294,9818
81303,69833
81332,81374
81336,67732
81341,30623
81344,67757
81350,24934
81372,86625
81379,29641
81398,4375
81408,56094
81414,6929
81432,64119
81441,49368
81467,95949
81473,10634
81485,36381
81492,69760
81504,22371
81527,98707
81549,27949
81554,10403
81594,87113
81600,86128
81602,67202
81609,75180
81616,600
81631,3933
81639,2205
81648,97477
81649,87609
81676,15057
81692,32506
81709,94824
81711,28504
81714,8652
81739,35411
81752,78645
81755,40393
81758,97991
81765,23662
81768,56594
81787,63792
81793,32068
81819,57024
81829,93535
81835,96439
81853,84534
81874,22622
81904,48762
81905,14194
81913,64011
81915,93688
81929,18968
81930,69006
81957,367
81959,42891
81966,33526
81969,34731
81974,77528
81984,94313
81996,41178
81998,69569
82012,15122
82017,35863
82021,96079
82022,36249
82029,25758
82051,48103
82058,49126
82064,65698
82072,12863
82076,78343
82084,39979
82086,17789
82101,64050
82106,97921
82108,35965
82110,20771
82119,2169
82121,18533
82124,65678
82130,50398
82146,42482
82193,95354
82205,85253
82208,7976
82217,49392
82267,51213
82285,37290
82288,20878
82316,27209
82381,89718
82398,20411
82400,22435
82417,31937
82420,16586
82427,6173
82434,80383
82440,92479
82441,19680
82443,30718
82444,76400
82474,87723
82477,9977
82479,20114
82484,92879
82490,5982
82504,63546
82549,42625
82559,65273
82564,17616
82566,30396
82578,78110
82581,82003
82597,24794
82613,58587
82620,65596
82659,44635
82661,32776
82665,12555
82689,69199
82696,8029
82707,43687
82709,94884
82713,7463
82714,97464
82721,91963
82729,57650
82732,74110
82734,44673
82737,80650
82748,38978
82785,95413
82794,79514
82796,19282
82818,45111
82835,92917
82847,63796
82854,95567
82864,15282
82867,64274
82895,72991
82911,24388
82941,30040
82954,6437
82956,96746
82957,70546
82958,24154
82965,71817
82969,39565
82971,75616
82975,20121
82980,7209
82983,88114
82991,89574
82992,20813
82996,11899
82999,11568
83002,9977
83012,57192
83020,92959
83024,67683
83033,49852
83040,77135
83043,661
83059,49200
83066,55693
83074,8590
83076,1056
83080,50188
83111,1949
83114,91548
83115,28260
83122,32841
83135,73365
83156,97943
83176,75409
83180,39391
83187,47767
83190,26624
83201,44785
83214,1236
83217,63478
83263,29351
83290,79730
83295,95363
83299,19807
83314,19235
83327,95125
83334,9561
83344,54434
83349,89585
83357,59336
83363,51442
83367,58720
83383,81321
83384,45140
83387,81786
83389,58299
83421,4947
83423,71318
83424,69462
83443,67457
83452,83054
83461,19315
83464,6543
83472,10880
83475,71960
83510,44677
83521,79797
83537,79017
83540,82579
83553,99219
83554,12711
83566,3258
83585,18190
83588,87598
83595,96037
83603,34162
83608,77094
83631,74978
83652,19281
83655,80755
83679,6986
83702,75379
83711,35129
83734,62940
83742,23867
83750,57381
83770,39481
83771,76446
83777,38186
83782,35374
83783,73048
83787,51327
83802,66920
83824,27661
83836,60635
83843,72124
83850,73292
83857,60214
83858,1419
83869,99544
83872,72637
83880,32952
83891,52614
83901,19130
83903,10756
83917,26524
83919,5863
83930,67435
83934,83374
83965,2703
83966,53068
83968,56968
83971,90344
83986,85370
83995,75246
83996,68210
84014,88337
84025,78624
84028,17378
84039,9573
84040,10008
84046,84274
84052,82105
84058,44838
84059,79147
84064,15226
84074,87867
84081,59035
84082,4290
84103,97171
84140,69270
84150,53764
84157,40362
84164,47497
84176,77558
84193,6874
84197,28770
84212,9832
84224,7356
84229,67316
84271,97624
84295,79054
84303,82272
84305,99490
84318,49970
84324,66341
84325,31373
84336,81666
84345,85220
84360,75199
84371,57749
84400,98547
84413,84345
84442,29572
84444,19978
84461,87883
84462,78942
84478,98276
84485,45277
84486,24231
84492,86615
84495,36043
84499,71031
84500,84060
84506,63255
84511,40563
84517,39318
84550,38809
84557,70072
84566,84874
84587,7757
84592,97926
84594,50820
84603,99120
84610,17333
84621,58648
84625,442
84637,64243
84651,46808
84664,78710
84674,79002
84680,30659
84685,5374
84687,85283
84697,53068
84700,22879
84708,73099
84725,97395
84730,88377
84734,29926
84743,76544
84762,71665
84770,32087
84775,57645
84799,53583
84823,22034
84872,69894
84885,34218
84898,7901
84901,8266
84902,43169
84906,32453
84917,65837
84929,73664
84941,85677
84952,94545
84968,79364
84973,5108
84974,33196
84991,70755
84997,12455
84999,32333
85007,71916
85015,16941
85028,6630
85029,99722
85045,17096
85049,16715
85050,76977
85058,15877
85090,5161
85110,94113
85127,88291
85134,33696
85140,51028
85143,23384
85147,7551
85152,23008
85154,17343
85158,93275
85162,77974
85192,96866
85203,54756
85208,49182
85221,87655
85226,30776
85249,22256
85258,63690
85266,42670
85273,72909
85275,61951
85299,97095
85307,24663
85309,22745
85310,35812
85351,80733
85356,96340
85377,32284
85383,70675
85402,66365
85414,69021
85416,97774
85421,41306
85466,54399
85489,57892
85496,25098
85499,74103
85501,66909
85505,63341
85506,60851
85513,60242
85520,20820
85525,86037
85560,33349
85564,29891
85568,95546
85585,93132
85587,52186
85588,3495
85594,78525
85609,6913
85617,15406
85621,36506
85623,60579
85629,20612
85654,70934
85662,53345
85670,36852
85684,52303
85693,26019
85698,89343
85706,43654
85717,37970
85788,83015
85795,54609
85819,67282
85820,852
85827,43019
85837,55838
85843,5126
85856,83447
85865,44478
85869,97526
85872,88150
85876,94481
85919,14476
85925,32031
85935,130
85945,64832
85975,1035
85979,77396
85982,50910
85988,31054
85989,63585
85997,92504
86027,70311
86034,93207
86039,43446
86060,94978
86066,14141
86076,71332
86084,28916
86091,14602
86092,85618
86093,15824
86096,50413
86097,35555
86109,42752
86110,83575
86116,66825
86118,4546
86124,71740
86128,96610
86146,40917
86167,20023
86179,50829
86181,69916
86211,36539
86225,94197
86227,30986
86236,54426
86240,58520
86242,87301
86247,61272
86250,22803
86323,51977
86337,89703
86374,97648
86386,99838
86409,66796
86416,55470
86447,34879
86454,75391
86461,83879
86475,66092
86490,585
86506,61296
86513,86933
86514,26751
86518,47107
86534,35536
86559,24047
86567,40521
86575,6425
86580,60427
86586,41976
86594,48521
86605,91778
86633,14370
86638,69426
86642,79777
86658,63577
86672,12169
86681,24135
86711,95166
86714,79694
86715,31654
86718,4610
86751,58814
86758,72388
86768,89072
86786,57869
86790,50883
86792,47789
86804,45700
86819,16929
86823,27713
86837,24361
86838,92611
86853,69455
86882,85100
86893,66571
86901,59545
86902,66749
86903,42402
86908,88986
86913,95130
86917,64530
86927,50007
86928,55798
86930,24633
86941,91589
86943,33229
86964,47890
86974,17643
86981,1222
86982,83434
86996,38875
87004,38137
87009,57038
87026,10709
87030,68685
87041,57198
87057,50756
87060,86635
87091,23527
87096,20120
87113,28662
87118,7052
87123,75523
87139,42199
87161,95930
87170,1763
87186,57969
87196,90986
87213,61295
87231,90430
87232,18394
87233,53605
87237,7479
87251,93001
87254,70066
87262,27311
87279,75681
87289,6037
87290,4730
87301,63273
87302,86505
87312,90137
87320,72868
87329,16909
87345,70992
87359,5692
87370,22413
87382,56435
87385,32021
87399,33758
87404,60421
87419,37847
87465,52525
87468,22680
87482,36552
87509,89118
87523,56703
87533,78092
87534,42831
87549,74943
87565,36164
87568,81950
87577,66897
87578,4751
87591,11761
87611,66065
87612,24913
87615,77710
87626,81496
87632,65542
87633,62414
87634,6095
87649,92659
87651,30975
87661,81290
87664,59755
87678,78924
87694,81623
87734,39436
87763,60020
87790,26401
87811,8295
87821,30342
87824,69071
87846,18584
87864,30666
87891,26523
87905,9037
87907,63719
87914,31029
87920,63332
87927,25109
87941,35421
87946,86776
87949,71187
87961,74297
87967,36272
87982,82447
87993,65154
87994,13555
87999,45811
88013,39255
88025,14714
88026,3077
88027,81632
88029,35520
88042,76255
88044,89956
88053,20526
88065,17832
88068,33046
88087,97313
88090,42692
88097,54042
88105,81525
88111,40549
88113,86967
88125,7266
88129,83407
88134,58739
88139,79537
88140,61908
88141,23437
88158,27776
88177,20495
88181,68803
88186,28531
88198,89752
88204,54917
88215,57248
88219,64917
88232,62378
88243,65345
88244,92704
88254,27854
88260,98458
88262,54280
88273,17523
88278,11791
88279,75058
88280,84261
88291,6398
88306,10841
88311,69100
88313,48913
88327,33351
88362,55175
88375,46500
88408,8786
88460,81449
88475,31889
88493,11182
88496,5616
88501,36331
88502,65682
88513,98397
88522,54480
88534,26752
88551,3283
88568,40286
88573,7833
88615,60952
88630,83074
88633,34270
88642,18875
88658,19535
88659,68428
88677,33868
88679,40951
88693,24807
88699,90177
88701,47821
88745,95591
88751,81919
88758,45046
88766,96534
88771,84996
88778,83666
88786,91176
88788,23284
88800,99548
88819,19880
88836,29989
88850,59174
88874,1149
88878,53596
88892,38107
88894,70241
88902,61833
88927,39116
88931,92150
88934,45794
88937,1501
88942,89668
88958,32578
88963,20320
88967,94262
88970,75142
88971,30563
88973,83977
89005,48286
89010,78885
89011,54259
89027,84421
89029,63526
89032,2033
89043,84870
89050,70934
89060,72590
89064,93114
89091,87445
89096,6856
89112,18582
89121,88764
89123,12116
89130,82047
89152,70983
89156,83829
89157,58670
89169,95462
89175,4678
89179,28804
89180,21459
89186,83900
89208,97354
89215,34186
89221,63707
89240,70907
89248,23995
89254,40552
89256,42726
89260,29932
89270,53659
89271,46310
89275,65962
89291,44643
89321,50291
89350,60930
89355,75362
89374,74829
89388,54046
89393,51800
89413,50860
89424,94253
89436,39118
89450,19998
89453,96272
89455,34935
89460,58098
89466,60046
89479,43506
89484,24009
89499,83764
89501,98714
89506,41461
89511,75147
89523,64503
89530,60177
89547,46574
89570,66044
89592,66863
89596,65536
89598,83932
89600,20869
89605,99242
89616,50005
89619,7264
89670,95944
89758,34311
89770,99320
89771,86759
89776,34825
89779,5586
89789,11719
89794,41923
89821,26241
89849,33899
89862,99833
89872,12643
89887,17116
89890,30651
89895,76142
89898,78553
89914,40307
89926,44605
89931,67759
89954,97836
89966,28690
89979,70630
89983,51876
89986,63386
89988,64390
90016,47909
90023,24517
90032,74791
90033,47313
90034,44227
90045,96635
90051,84561
90054,97238
90081,92136
90094,73930
90107,43002
90120,1863
90122,14893
90137,16195
90147,99012
90155,72631
90180,42524
90184,50322
90192,26539
90207,94005
90227,12723
90230,64865
90232,84704
90268,33457
90269,80490
90311,24959
90314,15919
90335,24912
90337,47321
90341,90820
90346,95428
90347,30284
90381,69869
90397,52733
90439,70561
90442,96453
90444,58711
90453,81787
90475,26616
90481,4484
90526,88255
90530,50117
90536,29582
90537,45378
90545,44749
90550,3832
90558,94206
90581,18873
90607,69031
90627,46977
90663,40189
90680,98479
90693,11036
90696,51497
90698,67550
90711,30429
90712,59976
90731,23351
90733,60733
90756,1826
90778,74131
90787,79631
90790,51087
90810,64738
90823,16714
90864,51154
90876,16446
90891,21901
90895,89487
90896,96638
90909,86363
90910,89115
90911,24300
90913,89613
90922,62344
90925,20659
90932,57605
90942,84284
90967,16616
90982,46919
90984,98808
90990,61318
91003,24822
91008,81878
91010,9430
91039,42251
91042,75101
91057,13643
91141,65139
91145,65648
91152,44131
91153,11185
91164,15487
91166,5745
91173,70031
91193,94273
91211,41164
91215,86073
91216,18458
91219,88741
91223,16222
91226,67956
91262,64059
91292,20327
91298,12352
91329,82683
91347,33501
91348,19846
91353,61861
91360,33514
91363,43377
91367,24878
91375,73743
91382,63785
91383,54717
91409,36269
91412,96395
91417,94556
91429,91654
91434,19354
91436,79091
91444,93531
91446,58309
91451,72790
91475,62683
91492,68094
91495,26974
91498,76016
91509,153
91511,66993
91516,95072
91523,84749
91545,5262
91549,49015
91552,99534
91558,42728
91561,42924
91576,60849
91579,67869
91581,52041
91623,84575
91626,24042
91637,67454
91641,95803
91646,56284
91648,45911
91676,8330
91679,49177
91682,10798
91694,35076
91695,75842
91698,17438
91699,27858
91724,83501
91725,58888
91735,25370
91748,13717
91767,17786
91776,28076
91785,28949
91786,42270
91799,44061
91814,36771
91818,12547
91821,79129
91823,99580
91833,70296
91840,33404
91842,46601
91844,10253
91845,45107
91847,66009
91849,92244
91852,62072
91863,48444
91877,91501
91878,67963
91879,1280
91882,61375
91903,20309
91937,32313
91945,34378
91953,9796
91955,91879
91957,2487
91960,35164
91969,3066
91977,43838
91985,78925
91994,85637
92004,55328
92005,50402
92006,46638
92010,20577
92020,41486
92031,66557
92032,26352
92046,58398
92057,40920
92062,96385
92068,89563
92076,13346
92088,40288
92104,16109
92131,66176
92143,41129
92155,29060
92175,91298
92177,48276
92182,14787
92187,47948
92207,2981
92212,40145
92219,80140
92220,69373
92229,1304
92238,66019
92242,64302
92284,55128
92307,92662
92325,62373
92348,62540
92351,91596
92357,86792
92372,67718
92375,53706
92388,13302
92396,65569
92416,68611
92418,23142
92435,72830
92449,7160
92457,84658
92461,43019
92477,1070
92482,75182
92508,58030
92519,98914
92530,31655
92532,56607
92535,5301
92540,16052
92548,45585
92568,21579
92575,93669
92589,22308
92590,68192
92605,97661
92610,64276
92632,21865
92634,35601
92638,27542
92641,44453
92644,12443
92660,63883
92665,7603
92675,43793
92695,11937
92702,86050
92703,49348
92707,40937
92719,92642
92739,78800
92763,53967
92765,33177
92785,2904
92787,86491
92797,41484
92800,26414
92801,54478
92832,76162
92864,76424
92869,2310
92872,86246
92873,3739
92880,81242
92881,88665
92934,49245
92943,39564
92946,13618
92948,4394
92952,59172
92969,74589
92986,84364
92989,36862
93019,92817
93022,86365
93033,77667
93051,47975
93058,18730
93061,33465
93063,25437
93064,92055
93077,26959
93096,48708
93098,17934
93108,65913
93124,53393
93126,66796
93127,80023
93130,6847
93135,37675
93140,65678
93143,36386
93149,88975
93160,16447
93180,68487
93197,14361
93199,24493
93217,35617
93230,87940
93261,75058
93277,70132
93322,95287
93324,85589
93343,35568
93348,51290
93358,87224
93367,14642
93385,74264
93388,59072
93390,49780
93398,21318
93410,74618
93422,97576
93423,46830
93436,47445
93438,21888
93445,53241
93449,83719
93457,93276
93460,57186
93462,71484
93464,65230
93467,14475
93476,4281
93494,10865
93521,88719
93522,54490
93529,5772
93533,83561
93542,43330
93546,60306
93549,35760
93576,12204
93601,83030
93602,75308
93616,22779
93622,99633
93644,17752
93680,22285
93684,79339
93715,77967
93731,12908
93738,41602
93743,83711
93748,57828
93750,68533
93751,55623
93754,13579
93759,25896
93791,84074
93796,82140
93801,64557
93803,66142
93813,73955
93814,34457
93815,64552
93821,51200
93833,50155
93859,45416
93874,299
93896,73289
93904,3534
93905,34596
93921,75486
93923,42655
93937,62720
93975,72816
93977,41262
93978,54537
93979,44726
93985,49053
94012,38689
94021,96937
94022,75951
94026,44971
94041,80334
94044,63482
94051,94014
94052,55325
94069,60947
94103,83190
94109,67079
94112,97451
94121,31052
94124,80683
94130,28530
94166,62298
94192,10330
94198,17511
94236,38664
94280,38935
94298,33443
94310,208
94333,10204
94338,37826
94349,15524
94360,42023
94371,12634
94405,13233
94410,24782
94450,64039
94457,46752
94460,25811
94476,3993
94494,5754
94500,28311
94503,17760
94527,38453
94559,74599
94560,63418
94562,53259
94579,90726
94595,18166
94616,61137
94619,73215
94635,90329
94636,70042
94646,76866
94659,92846
94671,79078
94674,66873
94678,89729
94687,69196
94695,30445
94701,52937
94728,48434
94742,32326
94788,30961
94790,79103
94792,97352
94796,29931
94798,52501
94809,55343
94820,8680
94826,87044
94842,26384
94874,39662
94893,7950
94897,47090
94900,66433
94919,16473
94921,63810
94926,46535
94929,42656
94935,56984
94955,99936
94959,2315
94990,80607
94996,89651
95017,95162
95027,85019
95032,23583
95053,24035
95060,335
95078,97511
95110,85418
95113,5976
95115,19021
95119,29370
95121,21544
95132,39835
95142,95143
95158,23334
95170,8093
95180,5027
95197,35874
95205,75083
95212,6963
95226,80814
95228,60297
95229,95258
95231,24905
95288,93363
95292,49818
95307,91839
95325,34333
95327,69995
95329,47618
95347,56122
95367,96153
95382,65633
95392,992
95394,5142
95399,56125
95403,95648
95404,93122
95406,23726
95407,49268
95408,37680
95411,90482
95423,50466
95457,80560
95466,98061
95489,3068
95493,85675
95510,25872
95512,60139
95545,93756
95558,8795
95560,71018
95595,37314
95603,45458
95608,86917
95616,30580
95626,70233
95636,60527
95659,72409
95660,41145
95668,1714
95703,71722
95709,15601
95710,10924
95712,28877
95720,51906
95721,51401
95747,58701
95750,56640
95754,60845
95765,89449
95767,97050
95785,58576
95795,7834
95816,75716
95849,63632
95877,60380
95885,16546
95902,81821
95911,55475
95920,69534
95926,3067
95936,26204
95940,88857
95959,86874
95962,35100
95964,52362
95966,81292
95998,93609
96001,31962
96013,7623
96029,56506
96035,35845
96037,66619
96043,67857
96061,40953
96072,3818
96077,58038
96083,92021
96091,29916
96107,82459
96108,48425
96110,28710
96122,4118
96138,45425
96139,13726
96164,90489
96172,47697
96176,24284
96183,87612
96188,42234
96199,50976
96222,72176
96232,87920
96238,30017
96245,36997
96249,4493
96268,743
96277,66205
96283,37406
96287,54839
96317,18897
96327,19163
96330,11129
96348,79055
96349,93763
96355,47581
96358,43469
96365,45136
96375,60150
96389,72853
96400,24358
96401,77569
96415,81389
96441,68503
96464,20666
96483,72392
96485,75860
96486,28642
96492,65262
96497,42973
96540,8474
96557,19361
96562,50966
96566,22127
96573,65157
96610,12645
96612,48331
96624,11774
96633,70564
96652,59098
96670,93997
96687,50804
96690,18663
96697,35803
96700,30461
96701,57067
96708,29282
96712,5280
96726,65145
96727,63348
96741,76581
96743,57090
96746,69901
96752,32291
96760,72386
96789,58663
96792,95643
96795,40775
96797,9605
96817,1721
96835,52964
96843,52821
96853,22542
96868,85857
96874,38813
96885,84916
96894,74225
96922,68376
96956,38653
96961,76037
96963,85571
96965,99010
96972,31960
96974,62836
96983,55283
96989,83100
96992,16034
96994,44514
97000,4415
97016,66282
97024,83188
97026,56768
97035,392
97044,92733
97056,76631
97083,61048
97084,27263
97092,30259
97099,67094
97104,21843
97115,36265
97119,42443
97121,56425
97156,36236
97168,34047
97169,32774
97176,95872
97183,82540
97211,3593
97214,5957
97215,25114
97241,65643
97253,67216
97273,20065
97286,44787
97312,27351
97313,16752
97327,14149
97349,83318
97370,28072
97383,67044
97395,64141
97404,55539
97411,86572
97413,10397
97424,34696
97441,96700
97449,97286
97474,87156
97487,41753
97504,87760
97510,2145
97516,87411
97529,67668
97566,46505
97568,5558
97622,8812
97648,61861
97657,86606
97670,90576
97678,27898
97680,99036
97684,62095
97689,83646
97695,63679
97707,47486
97718,54607
97724,17093
97728,29099
97729,72263
97740,37312
97743,51071
97744,23993
97747,75414
97787,50023
97808,58304
97812,55485
97832,95104
97838,48264
97841,36411
97844,86788
97858,9483
97861,56798
97867,63091
97869,59910
97877,97595
97906,95421
97909,12627
97936,40331
97941,74024
97948,52536
97955,58543
97957,35160
97961,41961
97992,82232
97996,94370
97999,81448
98000,95443
98016,53608
98026,79278
98027,20480
98028,32286
98042,36381
98053,29226
98056,3953
98060,77517
98069,48562
98074,3885
98090,71075
98119,30139
98123,20852
98128,51185
98130,66408
98134,59227
98143,91468
98171,90729
98172,45840
98203,4999
98204,90500
98206,13017
98210,66924
98282,49210
98289,38081
98290,86937
98306,54198
98323,78151
98325,69929
98332,65777
98358,60060
98361,83145
98362,95818
98363,65840
98381,47975
98418,39685
98420,8917
98440,44635
98488,17476
98509,80397
98512,31535
98520,29822
98539,47992
98567,19214
98584,90985
98586,40374
98588,64478
